# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1186       1.453288042118e-10       2.042585640423e-12      -4.256592652826e-13       1.288643536147e-14       3.077823068813e-15      -1.562284826227e-18      -2.399390607207e-17 
 1187       1.448040605127e-10       2.059504183597e-12      -3.575465818855e-13       1.287941577780e-14       3.067539828066e-15       2.146606225997e-18      -2.535660565388e-17 
 1188       1.442743719031e-10       2.076821327977e-12      -2.913480584219e-13       1.287225151132e-14       3.057298480724e-15       5.892113674164e-18      -2.671174043589e-17 
 1189       1.437399188900e-10       2.094526790017e-12      -2.270718119814e-13       1.286494453822e-14       3.047098883385e-15       9.673184616848e-18      -2.805915184295e-17 
 1190       1.432008832821e-10       2.112610207669e-12      -1.647259615585e-13       1.285749685051e-14       3.036940889836e-15       1.348875834758e-17      -2.939868050232e-17 
 1191       1.426574481926e-10       2.131061140208e-12      -1.043186280175e-13       1.284991045601e-14       3.026824351053e-15       1.733776633802e-17      -3.073016624225e-17 
 1192       1.421097980419e-10       2.149869068061e-12      -4.585793405893e-14       1.284218737845e-14       3.016749115187e-15       2.121913222114e-17      -3.205344809048e-17 
 1193       1.415581185608e-10       2.169023392639e-12       1.064799581544e-14       1.283432965745e-14       3.006715027563e-15       2.513177177437e-17      -3.336836427277e-17 
 1194       1.410025967924e-10       2.188513436160e-12       6.519103533641e-14       1.282633934856e-14       2.996721930666e-15       2.907459290280e-17      -3.467475221150e-17 
 1195       1.404434210960e-10       2.208328441487e-12       1.177630565018e-13       1.281821852333e-14       2.986769664136e-15       3.304649562235e-17      -3.597244852416e-17 
 1196       1.398807811488e-10       2.228457571945e-12       1.683559296107e-13       1.280996926930e-14       2.976858064764e-15       3.704637204292e-17      -3.726128902189e-17 
 1197       1.393148679496e-10       2.248889911162e-12       2.169615232980e-13       1.280159369007e-14       2.966986966479e-15       4.107310635157e-17      -3.854110870805e-17 
 1198       1.387458738209e-10       2.269614462889e-12       2.635717045680e-13       1.279309390531e-14       2.957156200343e-15       4.512557479571e-17      -3.981174177672e-17 
 1199       1.381739924121e-10       2.290620150831e-12       3.081783388298e-13       1.278447205081e-14       2.947365594544e-15       4.920264566626e-17      -4.107302161127e-17 
 1200       1.375994187020e-10       2.311895818479e-12       3.507732899304e-13       1.277573027850e-14       2.937614974390e-15       5.330317928082e-17      -4.232478078291e-17 
 1201       1.370223490018e-10       2.333430228935e-12       3.913484201899e-13       1.276687075650e-14       2.927904162294e-15       5.742602796686e-17      -4.356685104917e-17 
 1202       1.364429809578e-10       2.355212064742e-12       4.298955904353e-13       1.275789566915e-14       2.918232977778e-15       6.157003604484e-17      -4.479906335253e-17 
 1203       1.358615135541e-10       2.377229927714e-12       4.664066600350e-13       1.274880721704e-14       2.908601237456e-15       6.573403981147e-17      -4.602124781885e-17 
 1204       1.352781471154e-10       2.399472338764e-12       5.008734869330e-13       1.273960761703e-14       2.899008755031e-15       6.991686752280e-17      -4.723323375601e-17 
 1205       1.346930833101e-10       2.421927737731e-12       5.332879276833e-13       1.273029910231e-14       2.889455341285e-15       7.411733937744e-17      -4.843484965241e-17 
 1206       1.341065251525e-10       2.444584483214e-12       5.636418374838e-13       1.272088392244e-14       2.879940804076e-15       7.833426749972e-17      -4.962592317548e-17 
 1207       1.335186770060e-10       2.467430852393e-12       5.919270702113e-13       1.271136434335e-14       2.870464948324e-15       8.256645592284e-17      -5.080628117026e-17 
 1208       1.329297445859e-10       2.490455040867e-12       6.181354784552e-13       1.270174264739e-14       2.861027576009e-15       8.681270057209e-17      -5.197574965794e-17 
 1209       1.323399349618e-10       2.513645162473e-12       6.422589135519e-13       1.269202113340e-14       2.851628486162e-15       9.107178924798e-17      -5.313415383437e-17 
 1210       1.317494565608e-10       2.536989249124e-12       6.642892256194e-13       1.268220211666e-14       2.842267474854e-15       9.534250160945e-17      -5.428131806861e-17 
 1211       1.311585191702e-10       2.560475250631e-12       6.842182635912e-13       1.267228792902e-14       2.832944335196e-15       9.962360915699e-17      -5.541706590151e-17 
 1212       1.305673339400e-10       2.584091034535e-12       7.020378752507e-13       1.266228091888e-14       2.823658857322e-15       1.039138752159e-16      -5.654122004416e-17 
 1213       1.299761133859e-10       2.607824385938e-12       7.177399072657e-13       1.265218345121e-14       2.814410828390e-15       1.082120549193e-16      -5.765360237654e-17 
 1214       1.293850713921e-10       2.631663007326e-12       7.313162052225e-13       1.264199790766e-14       2.805200032571e-15       1.125168951915e-16      -5.875403394598e-17 
 1215       1.287944232141e-10       2.655594518401e-12       7.427586136600e-13       1.263172668649e-14       2.796026251038e-15       1.168271347310e-16      -5.984233496570e-17 
 1216       1.282043854814e-10       2.679606455911e-12       7.520589761046e-13       1.262137220269e-14       2.786889261966e-15       1.211415039939e-16      -6.091832481343e-17 
 1217       1.276151762001e-10       2.703686273478e-12       7.592091351039e-13       1.261093688798e-14       2.777788840519e-15       1.254587251768e-16      -6.198182202983e-17 
 1218       1.270270147561e-10       2.727821341426e-12       7.642009322611e-13       1.260042319084e-14       2.768724758842e-15       1.297775122001e-16      -6.303264431713e-17 
 1219       1.264401219175e-10       2.751998946609e-12       7.670262082695e-13       1.258983357656e-14       2.759696786059e-15       1.340965706911e-16      -6.407060853764e-17 
 1220       1.258547198377e-10       2.776206292243e-12       7.676768029468e-13       1.257917052724e-14       2.750704688260e-15       1.384145979674e-16      -6.509553071225e-17 
 1221       1.252710320579e-10       2.800430497732e-12       7.661445552691e-13       1.256843654189e-14       2.741748228496e-15       1.427302830197e-16      -6.610722601902e-17 
 1222       1.246892835100e-10       2.824658598497e-12       7.624213034053e-13       1.255763413639e-14       2.732827166770e-15       1.470423064954e-16      -6.710550879169e-17 
 1223       1.241097005194e-10       2.848877545806e-12       7.564988847517e-13       1.254676584359e-14       2.723941260031e-15       1.513493406813e-16      -6.809019251826e-17 
 1224       1.235325108078e-10       2.873074206604e-12       7.483691359658e-13       1.253583421328e-14       2.715090262168e-15       1.556500494873e-16      -6.906108983945e-17 
 1225       1.229579434958e-10       2.897235363338e-12       7.380238930011e-13       1.252484181228e-14       2.706273923997e-15       1.599430884291e-16      -7.001801254734e-17 
 1226       1.223862291060e-10       2.921347713789e-12       7.254549911408e-13       1.251379122445e-14       2.697491993259e-15       1.642271046116e-16      -7.096077158382e-17 
 1227       1.218175768422e-10       2.945398859748e-12       7.106601956083e-13       1.250268497968e-14       2.688744242338e-15       1.685009058792e-16      -7.188920378129e-17 
 1228       1.212521061266e-10       2.969380286287e-12       6.936610706629e-13       1.249152533985e-14       2.680030551792e-15       1.727639705064e-16      -7.280325243619e-17 
 1229       1.206899142525e-10       2.993284417641e-12       6.744853234543e-13       1.248031451041e-14       2.671350827802e-15       1.770159435457e-16      -7.370288769247e-17 
 1230       1.201310990348e-10       3.017103631486e-12       6.531608932636e-13       1.246905471117e-14       2.662704974529e-15       1.812564682084e-16      -7.458807988719e-17 
 1231       1.195757588108e-10       3.040830258849e-12       6.297159520101e-13       1.245774817639e-14       2.654092894111e-15       1.854851858606e-16      -7.545879955124e-17 
 1232       1.190239924411e-10       3.064456584015e-12       6.041789047574e-13       1.244639715477e-14       2.645514486656e-15       1.897017360204e-16      -7.631501740996e-17 
 1233       1.184758993110e-10       3.087974844433e-12       5.765783902207e-13       1.243500390949e-14       2.636969650235e-15       1.939057563543e-16      -7.715670438385e-17 
 1234       1.179315793308e-10       3.111377230623e-12       5.469432812726e-13       1.242357071824e-14       2.628458280881e-15       1.980968826739e-16      -7.798383158921e-17 
 1235       1.173911329374e-10       3.134655886087e-12       5.153026854505e-13       1.241209987323e-14       2.619980272579e-15       2.022747489326e-16      -7.879637033883e-17 
 1236       1.168546610949e-10       3.157802907214e-12       4.816859454626e-13       1.240059368126e-14       2.611535517266e-15       2.064389872221e-16      -7.959429214265e-17 
 1237       1.163222652957e-10       3.180810343188e-12       4.461226396951e-13       1.238905446370e-14       2.603123904819e-15       2.105892277691e-16      -8.037756870842e-17 
 1238       1.157940475613e-10       3.203670195895e-12       4.086425827181e-13       1.237748455656e-14       2.594745323057e-15       2.147250989319e-16      -8.114617194239e-17 
 1239       1.152701104437e-10       3.226374419833e-12       3.692758257928e-13       1.236588631048e-14       2.586399657730e-15       2.188462271973e-16      -8.190007394997e-17 
 1240       1.147505570258e-10       3.248914922017e-12       3.280526573778e-13       1.235426209082e-14       2.578086792517e-15       2.229522371771e-16      -8.263924703639e-17 
 1241       1.142354909227e-10       3.271283561888e-12       2.850036036359e-13       1.234261427759e-14       2.569806609018e-15       2.270427516043e-16      -8.336366370737e-17 
 1242       1.137250162829e-10       3.293472151218e-12       2.401594289404e-13       1.233094526560e-14       2.561558986752e-15       2.311173913306e-16      -8.407329666983e-17 
 1243       1.132192377886e-10       3.315472454021e-12       1.935511363823e-13       1.231925746437e-14       2.553343803149e-15       2.351757753224e-16      -8.476811883248e-17 
 1244       1.127182606573e-10       3.337276186461e-12       1.452099682761e-13       1.230755329825e-14       2.545160933547e-15       2.392175206577e-16      -8.544810330658e-17 
 1245       1.122221906426e-10       3.358875016754e-12       9.516740666703e-14       1.229583520640e-14       2.537010251184e-15       2.432422425225e-16      -8.611322340652e-17 
 1246       1.117311340350e-10       3.380260565083e-12       4.345517383758e-14       1.228410564284e-14       2.528891627194e-15       2.472495542079e-16      -8.676345265058e-17 
 1247       1.112451976628e-10       3.401424403500e-12      -9.894767186155e-15       1.227236707646e-14       2.520804930603e-15       2.512390671062e-16      -8.739876476153e-17 
 1248       1.107644888937e-10       3.422358055834e-12      -6.485021212766e-14       1.226062199106e-14       2.512750028322e-15       2.552103907082e-16      -8.801913366731e-17 
 1249       1.102891156348e-10       3.443052997604e-12      -1.213787149535e-13       1.224887288540e-14       2.504726785142e-15       2.591631325990e-16      -8.862453350174e-17 
 1250       1.098191863344e-10       3.463500655920e-12      -1.794475873665e-13       1.223712227317e-14       2.496735063730e-15       2.630968984555e-16      -8.921493860513e-17 
 1251       1.093548099828e-10       3.483692409393e-12      -2.390238982994e-13       1.222537268309e-14       2.488774724622e-15       2.670112920424e-16      -8.979032352502e-17 
 1252       1.088960961127e-10       3.503619588043e-12      -3.000744734083e-13       1.221362665889e-14       2.480845626217e-15       2.709059152093e-16      -9.035066301678e-17 
 1253       1.084431548009e-10       3.523273473208e-12      -3.625658945655e-13       1.220188675934e-14       2.472947624776e-15       2.747803678869e-16      -9.089593204431e-17 
 1254       1.079960966690e-10       3.542645297448e-12      -4.264644993535e-13       1.219015555831e-14       2.465080574411e-15       2.786342480842e-16      -9.142610578073e-17 
 1255       1.075550328842e-10       3.561726244456e-12      -4.917363805583e-13       1.217843564478e-14       2.457244327085e-15       2.824671518846e-16      -9.194115960901e-17 
 1256       1.071200751604e-10       3.580507448963e-12      -5.583473856624e-13       1.216672962287e-14       2.449438732602e-15       2.862786734428e-16      -9.244106912266e-17 
 1257       1.066913357594e-10       3.598979996647e-12      -6.262631163385e-13       1.215504011185e-14       2.441663638606e-15       2.900684049816e-16      -9.292581012641e-17 
 1258       1.062689274914e-10       3.617134924040e-12      -6.954489279430e-13       1.214336974620e-14       2.433918890573e-15       2.938359367882e-16      -9.339535863684e-17 
 1259       1.058529637163e-10       3.634963218437e-12      -7.658699290091e-13       1.213172117564e-14       2.426204331804e-15       2.975808572111e-16      -9.384969088310e-17 
 1260       1.054435583448e-10       3.652455817800e-12      -8.374909807403e-13       1.212009706511e-14       2.418519803426e-15       3.013027526565e-16      -9.428878330754e-17 
 1261       1.050408258389e-10       3.669603610671e-12      -9.102766965038e-13       1.210850009487e-14       2.410865144381e-15       3.050012075855e-16      -9.471261256641e-17 
 1262       1.046448812132e-10       3.686397436074e-12      -9.841914413240e-13       1.209693296046e-14       2.403240191421e-15       3.086758045099e-16      -9.512115553051e-17 
 1263       1.042558400360e-10       3.702828083427e-12      -1.059199331376e-12       1.208539837278e-14       2.395644779107e-15       3.123261239896e-16      -9.551438928583e-17 
 1264       1.038738184298e-10       3.718886292446e-12      -1.135264233478e-12       1.207389905808e-14       2.388078739799e-15       3.159517446287e-16      -9.589229113431e-17 
 1265       1.034989330726e-10       3.734562753056e-12      -1.212349764586e-12       1.206243775804e-14       2.380541903653e-15       3.195522430728e-16      -9.625483859440e-17 
 1266       1.031313011991e-10       3.749848105295e-12      -1.290419291287e-12       1.205101722974e-14       2.373034098617e-15       3.231271940047e-16      -9.660200940181e-17 
 1267       1.027710406011e-10       3.764732939225e-12      -1.369435929291e-12       1.203964024572e-14       2.365555150420e-15       3.266761701419e-16      -9.693378151014e-17 
 1268       1.024182696289e-10       3.779207794837e-12      -1.449362542927e-12       1.202830959401e-14       2.358104882576e-15       3.301987422330e-16      -9.725013309156e-17 
 1269       1.020731071920e-10       3.793263161961e-12      -1.530161744634e-12       1.201702807815e-14       2.350683116369e-15       3.336944790541e-16      -9.755104253749e-17 
 1270       1.017356727604e-10       3.806889480170e-12      -1.611795894455e-12       1.200579851721e-14       2.343289670856e-15       3.371629474055e-16      -9.783648845923e-17 
 1271       1.014060863652e-10       3.820077138691e-12      -1.694227099530e-12       1.199462374585e-14       2.335924362854e-15       3.406037121088e-16      -9.810644968870e-17 
 1272       1.010844685998e-10       3.832816476312e-12      -1.777417213591e-12       1.198350661431e-14       2.328587006942e-15       3.440163360029e-16      -9.836090527902e-17 
 1273       1.007709406208e-10       3.845097781287e-12      -1.861327836455e-12       1.197244998849e-14       2.321277415450e-15       3.474003799412e-16      -9.859983450527e-17 
 1274       1.004656241491e-10       3.856911291247e-12      -1.945920313516e-12       1.196145674990e-14       2.313995398458e-15       3.507554027877e-16      -9.882321686508e-17 
 1275       1.001686414707e-10       3.868247193105e-12      -2.031155735238e-12       1.195052979576e-14       2.306740763786e-15       3.540809614142e-16      -9.903103207936e-17 
 1276       9.988008734400e-11       3.879097386200e-12      -2.116995902871e-12       1.193967166917e-14       2.299513337655e-15       3.573767337282e-16      -9.922329288395e-17 
 1277       9.959994436823e-11       3.889460794014e-12      -2.203406238709e-12       1.192888344496e-14       2.292313026918e-15       3.606428893067e-16      -9.940014381454e-17 
 1278       9.932816664735e-11       3.899338113127e-12      -2.290352908169e-12       1.191816583110e-14       2.285139757526e-15       3.638797230023e-16      -9.956176355492e-17 
 1279       9.906470779466e-11       3.908730055545e-12      -2.377801856156e-12       1.190751953746e-14       2.277993453935e-15       3.670875323027e-16      -9.970833225171e-17 
 1280       9.880952093171e-11       3.917637348734e-12      -2.465718806635e-12       1.189694527571e-14       2.270874039094e-15       3.702666173362e-16      -9.984003151743e-17 
 1281       9.856255868717e-11       3.926060735658e-12      -2.554069262187e-12       1.188644375940e-14       2.263781434450e-15       3.734172808773e-16      -9.995704443362e-17 
 1282       9.832377319576e-11       3.934000974818e-12      -2.642818503580e-12       1.187601570392e-14       2.256715559934e-15       3.765398283527e-16      -1.000595555539e-16 
 1283       9.809311609712e-11       3.941458840288e-12      -2.731931589330e-12       1.186566182653e-14       2.249676333969e-15       3.796345678470e-16      -1.001477509070e-16 
 1284       9.787053853475e-11       3.948435121753e-12      -2.821373355268e-12       1.185538284634e-14       2.242663673455e-15       3.827018101080e-16      -1.002218180001e-16 
 1285       9.765599115489e-11       3.954930624544e-12      -2.911108414104e-12       1.184517948432e-14       2.235677493772e-15       3.857418685529e-16      -1.002819458214e-16 
 1286       9.744942410541e-11       3.960946169683e-12      -3.001101154989e-12       1.183505246328e-14       2.228717708776e-15       3.887550592737e-16      -1.003283248438e-16 
 1287       9.725078703473e-11       3.966482593909e-12      -3.091315743083e-12       1.182500250792e-14       2.221784230792e-15       3.917417010431e-16      -1.003611470275e-16 
 1288       9.706002909075e-11       3.971540749725e-12      -3.181716119117e-12       1.181503034479e-14       2.214876970613e-15       3.947021153199e-16      -1.003806058235e-16 
 1289       9.687709891966e-11       3.976121505432e-12      -3.272265998960e-12       1.180513670231e-14       2.207995837494e-15       3.976366262552e-16      -1.003868961763e-16 
 1290       9.670194466495e-11       3.980225745166e-12      -3.362928873180e-12       1.179532231074e-14       2.201140739151e-15       4.005455606976e-16      -1.003802145273e-16 
 1291       9.653451396625e-11       3.983854368934e-12      -3.453668006614e-12       1.178558790225e-14       2.194311581754e-15       4.034292481991e-16      -1.003607588175e-16 
 1292       9.637475395822e-11       3.987008292655e-12      -3.544446437926e-12       1.177593421084e-14       2.187508269927e-15       4.062880210210e-16      -1.003287284911e-16 
 1293       9.622261126951e-11       3.989688448197e-12      -3.635226979176e-12       1.176636197241e-14       2.180730706741e-15       4.091222141393e-16      -1.002843244982e-16 
 1294       9.607803202162e-11       3.991895783409e-12      -3.725972215384e-12       1.175687192471e-14       2.173978793711e-15       4.119321652506e-16      -1.002277492980e-16 
 1295       9.594096182778e-11       3.993631262168e-12      -3.816644504093e-12       1.174746480736e-14       2.167252430793e-15       4.147182147777e-16      -1.001592068617e-16 
 1296       9.581134579193e-11       3.994895864405e-12      -3.907205974935e-12       1.173814136188e-14       2.160551516380e-15       4.174807058754e-16      -1.000789026762e-16 
 1297       9.568912850753e-11       3.995690586153e-12      -3.997618529195e-12       1.172890233165e-14       2.153875947298e-15       4.202199844362e-16      -9.998704374625e-17 
 1298       9.557425405653e-11       3.996016439578e-12      -4.087843839374e-12       1.171974846192e-14       2.147225618803e-15       4.229363990957e-16      -9.988383859838e-17 
 1299       9.546666600823e-11       3.995874453019e-12      -4.177843348757e-12       1.171068049983e-14       2.140600424575e-15       4.256303012390e-16      -9.976949728348e-17 
 1300       9.536630741821e-11       3.995265671022e-12      -4.267578270975e-12       1.170169919440e-14       2.134000256717e-15       4.283020450056e-16      -9.964423138009e-17 
 1301       9.527312082723e-11       3.994191154385e-12      -4.357009589571e-12       1.169280529653e-14       2.127425005751e-15       4.309519872956e-16      -9.950825399741e-17 
 1302       9.518704826008e-11       3.992651980185e-12      -4.446098057561e-12       1.168399955900e-14       2.120874560610e-15       4.335804877753e-16      -9.936177977841e-17 
 1303       9.510803122458e-11       3.990649241826e-12      -4.534804197004e-12       1.167528273648e-14       2.114348808641e-15       4.361879088830e-16      -9.920502490293e-17 
 1304       9.503601071037e-11       3.988184049067e-12      -4.623088298563e-12       1.166665558553e-14       2.107847635595e-15       4.387746158345e-16      -9.903820709074e-17 
 1305       9.497092718792e-11       3.985257528067e-12      -4.710910421071e-12       1.165811886458e-14       2.101370925627e-15       4.413409766287e-16      -9.886154560462e-17 
 1306       9.491272060732e-11       3.981870821419e-12      -4.798230391093e-12       1.164967333398e-14       2.094918561293e-15       4.438873620539e-16      -9.867526125345e-17 
 1307       9.486133039729e-11       3.978025088184e-12      -4.885007802493e-12       1.164131975594e-14       2.088490423542e-15       4.464141456929e-16      -9.847957639534e-17 
 1308       9.481669546402e-11       3.973721503937e-12      -4.971202016001e-12       1.163305889458e-14       2.082086391714e-15       4.489217039288e-16      -9.827471494062e-17 
 1309       9.477875419005e-11       3.968961260797e-12      -5.056772158770e-12       1.162489151590e-14       2.075706343540e-15       4.514104159511e-16      -9.806090235501e-17 
 1310       9.474744443326e-11       3.963745567467e-12      -5.141677123947e-12       1.161681838782e-14       2.069350155133e-15       4.538806637610e-16      -9.783836566266e-17 
 1311       9.472270352566e-11       3.958075649272e-12      -5.225875570238e-12       1.160884028012e-14       2.063017700986e-15       4.563328321771e-16      -9.760733344926e-17 
 1312       9.470446827241e-11       3.951952748195e-12      -5.309325921467e-12       1.160095796452e-14       2.056708853970e-15       4.587673088415e-16      -9.736803586510e-17 
 1313       9.469267495060e-11       3.945378122917e-12      -5.391986366144e-12       1.159317221462e-14       2.050423485328e-15       4.611844842252e-16      -9.712070462816e-17 
 1314       9.468725930825e-11       3.938353048849e-12      -5.473814857031e-12       1.158548380590e-14       2.044161464671e-15       4.635847516336e-16      -9.686557302720e-17 
 1315       9.468815656316e-11       3.930878818177e-12      -5.554769110704e-12       1.157789351578e-14       2.037922659979e-15       4.659685072127e-16      -9.660287592485e-17 
 1316       9.469530140184e-11       3.922956739894e-12      -5.634806607117e-12       1.157040212357e-14       2.031706937588e-15       4.683361499545e-16      -9.633284976069e-17 
 1317       9.470862797838e-11       3.914588139839e-12      -5.713884589171e-12       1.156301041047e-14       2.025514162196e-15       4.706880817029e-16      -9.605573255431e-17 
 1318       9.472806991337e-11       3.905774360734e-12      -5.791960062273e-12       1.155571915961e-14       2.019344196854e-15       4.730247071591e-16      -9.577176390845e-17 
 1319       9.475356029281e-11       3.896516762222e-12      -5.868989793903e-12       1.154852915601e-14       2.013196902962e-15       4.753464338875e-16      -9.548118501202e-17 
 1320       9.478503166700e-11       3.886816720904e-12      -5.944930313180e-12       1.154144118662e-14       2.007072140267e-15       4.776536723215e-16      -9.518423864322e-17 
 1321       9.482241604944e-11       3.876675630378e-12      -6.019737910424e-12       1.153445604029e-14       2.000969766861e-15       4.799468357690e-16      -9.488116917263e-17 
 1322       9.486564491573e-11       3.866094901274e-12      -6.093368636722e-12       1.152757450779e-14       1.994889639170e-15       4.822263404182e-16      -9.457222256628e-17 
 1323       9.491464920251e-11       3.855075961291e-12      -6.165778303492e-12       1.152079738178e-14       1.988831611960e-15       4.844926053434e-16      -9.425764638872e-17 
 1324       9.496935930628e-11       3.843620255239e-12      -6.236922482049e-12       1.151412545688e-14       1.982795538325e-15       4.867460525105e-16      -9.393768980615e-17 
 1325       9.502969637440e-11       3.831730187234e-12      -6.306762319094e-12       1.150755919438e-14       1.976781285158e-15       4.889868985799e-16      -9.361256135005e-17 
 1326       9.509554607479e-11       3.819411958601e-12      -6.375282054294e-12       1.150109771269e-14       1.970788779740e-15       4.912145277888e-16      -9.328230169215e-17 
 1327       9.516678453458e-11       3.806672761365e-12      -6.442471695145e-12       1.149473978576e-14       1.964817963657e-15       4.934281121598e-16      -9.294690947166e-17 
 1328       9.524328702009e-11       3.793519839027e-12      -6.508321218543e-12       1.148848417732e-14       1.958868777371e-15       4.956268190677e-16      -9.260638340757e-17 
 1329       9.532492793520e-11       3.779960486672e-12      -6.572820570744e-12       1.148232964081e-14       1.952941160220e-15       4.978098112311e-16      -9.226072229877e-17 
 1330       9.541158081961e-11       3.766002051066e-12      -6.635959667332e-12       1.147627491937e-14       1.947035050417e-15       4.999762467036e-16      -9.190992502430e-17 
 1331       9.550311834719e-11       3.751651930759e-12      -6.697728393174e-12       1.147031874584e-14       1.941150385043e-15       5.021252788655e-16      -9.155399054354e-17 
 1332       9.559941232422e-11       3.736917576187e-12      -6.758116602383e-12       1.146445984269e-14       1.935287100046e-15       5.042560564151e-16      -9.119291789640e-17 
 1333       9.570033368778e-11       3.721806489774e-12      -6.817114118284e-12       1.145869692207e-14       1.929445130240e-15       5.063677233606e-16      -9.082670620353e-17 
 1334       9.580575250400e-11       3.706326226035e-12      -6.874710733371e-12       1.145302868572e-14       1.923624409300e-15       5.084594190110e-16      -9.045535466650e-17 
 1335       9.591553796637e-11       3.690484391673e-12      -6.930896209272e-12       1.144745382499e-14       1.917824869761e-15       5.105302779680e-16      -9.007886256802e-17 
 1336       9.602955839408e-11       3.674288645686e-12      -6.985660276709e-12       1.144197102080e-14       1.912046443013e-15       5.125794301174e-16      -8.969722927214e-17 
 1337       9.614768123031e-11       3.657746699469e-12      -7.038992635460e-12       1.143657894362e-14       1.906289059301e-15       5.146060006203e-16      -8.931045422441e-17 
 1338       9.626977304050e-11       3.640866316911e-12      -7.090882954320e-12       1.143127625346e-14       1.900552647721e-15       5.166091099053e-16      -8.891853695216e-17 
 1339       9.639569951072e-11       3.623655314499e-12      -7.141320871066e-12       1.142606159985e-14       1.894837136218e-15       5.185878736590e-16      -8.852147706460e-17 
 1340       9.652532544595e-11       3.606121561423e-12      -7.190295992415e-12       1.142093362179e-14       1.889142451580e-15       5.205414028184e-16      -8.811927425309e-17 
 1341       9.665851476837e-11       3.588272979672e-12      -7.237797893989e-12       1.141589094777e-14       1.883468519441e-15       5.224688035618e-16      -8.771192829133e-17 
 1342       9.679513051569e-11       3.570117544141e-12      -7.283816120272e-12       1.141093219570e-14       1.877815264274e-15       5.243691773004e-16      -8.729943903553e-17 
 1343       9.693503483943e-11       3.551663282730e-12      -7.328340184579e-12       1.140605597295e-14       1.872182609388e-15       5.262416206702e-16      -8.688180642462e-17 
 1344       9.707808900328e-11       3.532918276446e-12      -7.371359569010e-12       1.140126087627e-14       1.866570476930e-15       5.280852255227e-16      -8.645903048048e-17 
 1345       9.722415338135e-11       3.513890659505e-12      -7.412863724418e-12       1.139654549179e-14       1.860978787876e-15       5.298990789172e-16      -8.603111130809e-17 
 1346       9.737308745649e-11       3.494588619434e-12      -7.452842070367e-12       1.139190839503e-14       1.855407462034e-15       5.316822631117e-16      -8.559804909576e-17 
 1347       9.752474981863e-11       3.475020397173e-12      -7.491283995094e-12       1.138734815082e-14       1.849856418036e-15       5.334338555547e-16      -8.515984411535e-17 
 1348       9.767899816305e-11       3.455194287177e-12      -7.528178855476e-12       1.138286331332e-14       1.844325573340e-15       5.351529288766e-16      -8.471649672240e-17 
 1349       9.783568928870e-11       3.435118637515e-12      -7.563515976981e-12       1.137845242600e-14       1.838814844225e-15       5.368385508811e-16      -8.426800735641e-17 
 1350       9.799467909651e-11       3.414801849978e-12      -7.597284653643e-12       1.137411402158e-14       1.833324145787e-15       5.384897845367e-16      -8.381437654096e-17 
 1351       9.815582258770e-11       3.394252380172e-12      -7.629474148013e-12       1.136984662205e-14       1.827853391939e-15       5.401056879685e-16      -8.335560488400e-17 
 1352       9.831897386207e-11       3.373478737629e-12      -7.660073691125e-12       1.136564873865e-14       1.822402495408e-15       5.416853144491e-16      -8.289169307795e-17 
 1353       9.848398611632e-11       3.352489485901e-12      -7.689072482460e-12       1.136151887179e-14       1.816971367730e-15       5.432277123908e-16      -8.242264189999e-17 
 1354       9.865071164236e-11       3.331293242667e-12      -7.716459689903e-12       1.135745551112e-14       1.811559919248e-15       5.447319253363e-16      -8.194845221220e-17 
 1355       9.881900182562e-11       3.309898679832e-12      -7.742224449709e-12       1.135345713541e-14       1.806168059113e-15       5.461969919508e-16      -8.146912496176e-17 
 1356       9.898870714332e-11       3.288314523630e-12      -7.766355866462e-12       1.134952221261e-14       1.800795695274e-15       5.476219460133e-16      -8.098466118120e-17 
 1357       9.915967716284e-11       3.266549554726e-12      -7.788843013038e-12       1.134564919979e-14       1.795442734484e-15       5.490058164081e-16      -8.049506198855e-17 
 1358       9.933176053998e-11       3.244612608317e-12      -7.809674930566e-12       1.134183654312e-14       1.790109082289e-15       5.503476271159e-16      -8.000032858755e-17 
 1359       9.950480501726e-11       3.222512574233e-12      -7.828840628393e-12       1.133808267785e-14       1.784794643032e-15       5.516463972061e-16      -7.950046226786e-17 
 1360       9.967865742228e-11       3.200258397041e-12      -7.846329084038e-12       1.133438602831e-14       1.779499319845e-15       5.529011408275e-16      -7.899546440526e-17 
 1361       9.985316366598e-11       3.177859076144e-12      -7.862129243164e-12       1.133074500785e-14       1.774223014651e-15       5.541108672002e-16      -7.848533646184e-17 
 1362       1.000281687409e-10       3.155323665888e-12      -7.876230019532e-12       1.132715801884e-14       1.768965628158e-15       5.552745806069e-16      -7.797007998618e-17 
 1363       1.002035167198e-10       3.132661275655e-12      -7.888620294966e-12       1.132362345267e-14       1.763727059857e-15       5.563912803847e-16      -7.744969661361e-17 
