# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   56       2.056396773812e-10       2.260926458155e-14      -1.002899590322e-13       1.332065139906e-16       4.401865783224e-11       5.086904276085e-12      -4.673065618000e-15 
   57       2.084523405898e-10       2.386795935991e-14      -1.360619324967e-13       1.380327659136e-16       4.230577718032e-11       4.912791217489e-12      -4.421874872606e-15 
   58       2.112291645252e-10       2.516309072156e-14      -1.732008778665e-13       1.429436769491e-16       4.067988400389e-11       4.752847779270e-12      -4.621148336869e-15 
   59       2.140228343931e-10       2.649502198189e-14      -2.118289723655e-13       1.479389557110e-16       3.913594486679e-11       4.600184400592e-12      -5.239275347956e-15 
   60       2.168982385206e-10       2.786444329022e-14      -2.521255776130e-13       1.530183445998e-16       3.766830343032e-11       4.447421116013e-12      -6.198587071238e-15 
   61       2.198120735047e-10       2.927195297617e-14      -2.941297289745e-13       1.581816784833e-16       3.627266256744e-11       4.296986508600e-12      -7.263618058949e-15 
   62       2.227082228087e-10       3.071778401545e-14      -3.378513412941e-13       1.634288432141e-16       3.494422251779e-11       4.153578974181e-12      -8.176316278662e-15 
   63       2.256228427152e-10       3.220060102725e-14      -3.833388135445e-13       1.687598243525e-16       3.367928635515e-11       4.019178036837e-12      -8.844533687285e-15 
   64       2.286029420382e-10       3.371882406746e-14      -4.306394083792e-13       1.741746677921e-16       3.247374772560e-11       3.894205912228e-12      -9.229907193908e-15 
   65       2.316214284909e-10       3.527212213357e-14      -4.797384191308e-13       1.796735109862e-16       3.132445527264e-11       3.775580340875e-12      -9.341902175829e-15 
   66       2.346409165533e-10       3.686019183794e-14      -5.306027689817e-13       1.852565528052e-16       3.022789074280e-11       3.659827424332e-12      -9.212454194496e-15 
   67       2.376787837927e-10       3.848140521840e-14      -5.832029050663e-13       1.909240666340e-16       2.918115370802e-11       3.547140322076e-12      -8.903436198482e-15 
   68       2.407619747492e-10       4.013393787792e-14      -6.375048495343e-13       1.966763774953e-16       2.818111690591e-11       3.438590913127e-12      -8.495758580841e-15 
   69       2.438891160678e-10       4.181708518446e-14      -6.934604638506e-13       2.025138425565e-16       2.722575941167e-11       3.334713804628e-12      -8.096015877475e-15 
   70       2.470499530830e-10       4.353043832706e-14      -7.510134590703e-13       2.084368644356e-16       2.631259325840e-11       3.235869311273e-12      -7.827589577103e-15 
   71       2.502350473735e-10       4.527351228244e-14      -8.101109762992e-13       2.144458748242e-16       2.543864069161e-11       3.142151859248e-12      -7.798249899571e-15 
   72       2.534444376707e-10       4.704550691815e-14      -8.707340715538e-13       2.205412640370e-16       2.460225158807e-11       3.052673679696e-12      -8.005540485986e-15 
   73       2.566805233220e-10       4.884550160796e-14      -9.328729245514e-13       2.267234412498e-16       2.380155086825e-11       2.966135813832e-12      -8.413779153499e-15 
   74       2.599457354175e-10       5.067260779461e-14      -9.965235022111e-13       2.329928223418e-16       2.303426305244e-11       2.881513043914e-12      -8.973428658740e-15 
   75       2.632433247661e-10       5.252623425575e-14      -1.061705516534e-12       2.393497193613e-16       2.229898824828e-11       2.799602729477e-12      -9.594257625825e-15 
   76       2.665766885715e-10       5.440587092552e-14      -1.128447980326e-12       2.457944329054e-16       2.159409985384e-11       2.721752241361e-12      -1.016676067624e-14 
   77       2.699477505376e-10       5.631074677193e-14      -1.196756382454e-12       2.523272505878e-16       2.091767449561e-11       2.648934051997e-12      -1.059866818269e-14 
   78       2.733525550145e-10       5.823898026581e-14      -1.266523847141e-12       2.589483348313e-16       2.026856796336e-11       2.580244323453e-12      -1.090776041759e-14 
   79       2.767848519802e-10       6.018827768766e-14      -1.337604258322e-12       2.656578160281e-16       1.964548368531e-11       2.514136881952e-12      -1.114514422060e-14 
   80       2.802395548089e-10       6.215623256499e-14      -1.409865341101e-12       2.724558022561e-16       1.904688288111e-11       2.449270030931e-12      -1.134682621918e-14 
   81       2.837197350547e-10       6.414048693371e-14      -1.483275012729e-12       2.793423035159e-16       1.847178752744e-11       2.385808187908e-12      -1.146655754287e-14 
   82       2.872307744045e-10       6.613859103764e-14      -1.557829445486e-12       2.863172942508e-16       1.791907959250e-11       2.324334501856e-12      -1.143162611976e-14 
   83       2.907769098932e-10       6.814811671108e-14      -1.633508731410e-12       2.933807314396e-16       1.738745578717e-11       2.265356732818e-12      -1.120105793179e-14 
   84       2.943568776318e-10       7.016718263729e-14      -1.710217280567e-12       3.005325414796e-16       1.687609970262e-11       2.208970117049e-12      -1.088796993753e-14 
   85       2.979675358224e-10       7.219401212840e-14      -1.787833646360e-12       3.077726302672e-16       1.638409360864e-11       2.155138681192e-12      -1.065747069417e-14 
   86       3.016062738812e-10       7.422686460239e-14      -1.866261277381e-12       3.151009048145e-16       1.591036961933e-11       2.103714244243e-12      -1.063493236507e-14 
   87       3.052745969605e-10       7.626431971524e-14      -1.945533805562e-12       3.225173312192e-16       1.545423514095e-11       2.054178768380e-12      -1.072922699184e-14 
   88       3.089750826349e-10       7.830503926572e-14      -2.025726577515e-12       3.300218851803e-16       1.501491042336e-11       2.005857683244e-12      -1.078155851004e-14 
   89       3.127097227386e-10       8.034781835604e-14      -2.106903641789e-12       3.376145661237e-16       1.459149183485e-11       1.958225127552e-12      -1.066222895866e-14 
   90       3.164780976429e-10       8.239201596140e-14      -2.189048857498e-12       3.452954983121e-16       1.418336810586e-11       1.911636009092e-12      -1.041046990721e-14 
   91       3.202789050599e-10       8.443719461889e-14      -2.272124579224e-12       3.530648452552e-16       1.378985203734e-11       1.866704563981e-12      -1.011586090523e-14 
   92       3.241106627924e-10       8.648273070645e-14      -2.356081706240e-12       3.609228250921e-16       1.341017464402e-11       1.823920812662e-12      -9.855637147536e-15 
   93       3.279722316355e-10       8.852697980932e-14      -2.440825457135e-12       3.688698555467e-16       1.304388927859e-11       1.783132183684e-12      -9.629014514586e-15 
   94       3.318623472470e-10       9.056799007171e-14      -2.526244419572e-12       3.769064315695e-16       1.269051521877e-11       1.743984377575e-12      -9.413269192375e-15 
   95       3.357794471569e-10       9.260375454093e-14      -2.612220755990e-12       3.850330825883e-16       1.234940775097e-11       1.706076558192e-12      -9.183557406751e-15 
   96       3.397222285357e-10       9.463202347351e-14      -2.698634516879e-12       3.932504079873e-16       1.201987268397e-11       1.669055018021e-12      -8.920527730709e-15 
   97       3.436914387161e-10       9.664971078712e-14      -2.785377569132e-12       4.015591875262e-16       1.170154143966e-11       1.632912844764e-12      -8.634551681850e-15 
   98       3.476883263539e-10       9.865339991522e-14      -2.872341478462e-12       4.099602887581e-16       1.139404027653e-11       1.597731558820e-12      -8.344937664851e-15 
   99       3.517140919408e-10       1.006395206495e-13      -2.959413186444e-12       4.184546351976e-16       1.109687075411e-11       1.563589749040e-12      -8.072616799039e-15 
  100       3.557694767546e-10       1.026048997980e-13      -3.046493194324e-12       4.270431999110e-16       1.080949366231e-11       1.530549754681e-12      -7.835541890796e-15 
  101       3.598534722892e-10       1.045485072931e-13      -3.133553169174e-12       4.357269823718e-16       1.053160331624e-11       1.498615984347e-12      -7.634059265291e-15 
  102       3.639644217581e-10       1.064699509789e-13      -3.220586331248e-12       4.445070308293e-16       1.026288410510e-11       1.467770375162e-12      -7.463551883708e-15 
  103       3.681004025337e-10       1.083689487568e-13      -3.307590071666e-12       4.533844509967e-16       1.000292267728e-11       1.437984663332e-12      -7.318884620323e-15 
  104       3.722596753491e-10       1.102449652152e-13      -3.394549388493e-12       4.623603605935e-16       9.751275310999e-12       1.409209425097e-12      -7.194936821908e-15 
  105       3.764421197579e-10       1.120960574653e-13      -3.481384324509e-12       4.714357432975e-16       9.507687187843e-12       1.381340252409e-12      -7.088312045380e-15 
  106       3.806479772644e-10       1.139198797252e-13      -3.567995674834e-12       4.806115772938e-16       9.271896994654e-12       1.354246347313e-12      -6.995834279031e-15 
  107       3.848774071100e-10       1.157140363056e-13      -3.654281032687e-12       4.898888809388e-16       9.043566690301e-12       1.327780275799e-12      -6.914014134605e-15 
  108       3.891302973042e-10       1.174761822522e-13      -3.740141809693e-12       4.992686508874e-16       8.822334777929e-12       1.301823443178e-12      -6.839623837766e-15 
  109       3.934056776061e-10       1.192043407184e-13      -3.825505410096e-12       5.087516657342e-16       8.607989127936e-12       1.276430244773e-12      -6.771524528978e-15 
  110       3.977022228612e-10       1.208966266603e-13      -3.910305894736e-12       5.183386580430e-16       8.400312322333e-12       1.251701920850e-12      -6.709063180712e-15 
  111       4.020184259732e-10       1.225511504089e-13      -3.994477222136e-12       5.280303747600e-16       8.199026221290e-12       1.227742308002e-12      -6.651508880795e-15 
  112       4.063528909304e-10       1.241660860295e-13      -4.077953331635e-12       5.378275309027e-16       8.003833105237e-12       1.204616224724e-12      -6.597381677182e-15 
  113       4.107052656577e-10       1.257398844985e-13      -4.160668323607e-12       5.477306638123e-16       7.814548864422e-12       1.182218664865e-12      -6.542347602245e-15 
  114       4.150754166224e-10       1.272710889226e-13      -4.242556372866e-12       5.577402606610e-16       7.630983241249e-12       1.160389091810e-12      -6.481053848462e-15 
  115       4.194631380439e-10       1.287582707587e-13      -4.323551723196e-12       5.678568028757e-16       7.452896982472e-12       1.138951208574e-12      -6.407765921527e-15 
  116       4.238680122769e-10       1.302000047726e-13      -4.403586807507e-12       5.780807635293e-16       7.280040152677e-12       1.117762616752e-12      -6.318426359231e-15 
  117       4.282889775336e-10       1.315947874238e-13      -4.482586267241e-12       5.884125998977e-16       7.112275365453e-12       1.096871468320e-12      -6.217132772311e-15 
  118       4.327247022381e-10       1.329411111774e-13      -4.560472274268e-12       5.988527593442e-16       6.949466964123e-12       1.076378223363e-12      -6.110435334736e-15 
  119       4.371737133177e-10       1.342374912502e-13      -4.637166404981e-12       6.094016811382e-16       6.791441599365e-12       1.056387364991e-12      -6.005349940487e-15 
  120       4.416343922655e-10       1.354824667962e-13      -4.712589661574e-12       6.200597960897e-16       6.637987174316e-12       1.037007455725e-12      -5.909368096989e-15 
  121       4.461052210954e-10       1.366746356512e-13      -4.786664536015e-12       6.308275774996e-16       6.488886694246e-12       1.018326426760e-12      -5.828657064964e-15 
  122       4.505855611272e-10       1.378127606310e-13      -4.859321429495e-12       6.417057015313e-16       6.344026540860e-12       1.000334057973e-12      -5.762401184835e-15 
  123       4.550749581097e-10       1.388956779305e-13      -4.930493025817e-12       6.526949049559e-16       6.203298908459e-12       9.829905138621e-13      -5.707815624822e-15 
  124       4.595728985812e-10       1.399222661186e-13      -5.000112353301e-12       6.637959355618e-16       6.066567267891e-12       9.662501570600e-13      -5.661892225531e-15 
  125       4.640788079622e-10       1.408914475972e-13      -5.068112822677e-12       6.750095522059e-16       5.933665595396e-12       9.500614033885e-13      -5.621394681934e-15 
  126       4.685919424235e-10       1.418022005470e-13      -5.134427349346e-12       6.863365804226e-16       5.804423796890e-12       9.343637770363e-13      -5.583037662279e-15 
  127       4.731110548133e-10       1.426535931825e-13      -5.198985528113e-12       6.977780862039e-16       5.678748849553e-12       9.190790104302e-13      -5.544057157914e-15 
  128       4.776346874638e-10       1.434447561120e-13      -5.261716211401e-12       7.093352219101e-16       5.556551353941e-12       9.041186672958e-13      -5.501695350086e-15 
  129       4.821612723812e-10       1.441748737158e-13      -5.322548427186e-12       7.210091729228e-16       5.437719585605e-12       8.893866887660e-13      -5.453019004659e-15 
  130       4.866891285430e-10       1.448431856831e-13      -5.381411410017e-12       7.328011581126e-16       5.322118920373e-12       8.747792274434e-13      -5.394916033453e-15 
  131       4.912166499657e-10       1.454490027243e-13      -5.438235671312e-12       7.447124319770e-16       5.209611436026e-12       8.602211399480e-13      -5.325361420773e-15 
  132       4.957428986147e-10       1.459917523622e-13      -5.492956275116e-12       7.567442903225e-16       5.100118331060e-12       8.457802738106e-13      -5.247376917283e-15 
  133       5.002670707597e-10       1.464709410202e-13      -5.545509976704e-12       7.688980660844e-16       4.993563196301e-12       8.315652759562e-13      -5.165494784491e-15 
  134       5.047883105834e-10       1.468861419102e-13      -5.595834252921e-12       7.811751281862e-16       4.889852012888e-12       8.176901292988e-13      -5.084532118618e-15 
  135       5.093057088018e-10       1.472369966687e-13      -5.643867340426e-12       7.935768820190e-16       4.788872717573e-12       8.042742412000e-13      -5.009596220858e-15 
  136       5.138182700792e-10       1.475232278471e-13      -5.689548098970e-12       8.061046883751e-16       4.690512292839e-12       7.914046549252e-13      -4.944540100615e-15 
  137       5.183248143568e-10       1.477446743905e-13      -5.732815504210e-12       8.187596096978e-16       4.594710968419e-12       7.790180509796e-13      -4.887135907406e-15 
  138       5.228240625790e-10       1.479012629732e-13      -5.773609174263e-12       8.315426381717e-16       4.501412870969e-12       7.670065585881e-13      -4.833406320022e-15 
  139       5.273146654110e-10       1.479929991649e-13      -5.811869576680e-12       8.444547748506e-16       4.410548687203e-12       7.552543753747e-13      -4.779124716620e-15 
  140       5.317952016591e-10       1.480199691361e-13      -5.847538065556e-12       8.574970296110e-16       4.322035342066e-12       7.436376118731e-13      -4.719810563009e-15 
  141       5.362641766904e-10       1.479823413630e-13      -5.880556918642e-12       8.706704211070e-16       4.235775676898e-12       7.320241360365e-13      -4.650724800941e-15 
  142       5.407201089024e-10       1.478803734766e-13      -5.910869720163e-12       8.839758724921e-16       4.151673330961e-12       7.203156753637e-13      -4.568487117696e-15 
  143       5.451618022149e-10       1.477144299761e-13      -5.938422474020e-12       8.974138869348e-16       4.069679742699e-12       7.085791956775e-13      -4.476119725436e-15 
  144       5.495880979353e-10       1.474849695336e-13      -5.963162672853e-12       9.109848394372e-16       3.989751256143e-12       6.969284176516e-13      -4.378501226287e-15 
  145       5.539977881026e-10       1.471925417292e-13      -5.985039001118e-12       9.246890774996e-16       3.911834109340e-12       6.854828312993e-13      -4.280794911545e-15 
  146       5.583896144276e-10       1.468377887879e-13      -6.004001374239e-12       9.385269204589e-16       3.835864202371e-12       6.743677902082e-13      -4.188453734604e-15 
  147       5.627622672331e-10       1.464214473141e-13      -6.020000977766e-12       9.524986588267e-16       3.761766865368e-12       6.637146057755e-13      -4.107225283896e-15 
  148       5.671144217884e-10       1.459443502650e-13      -6.032990427886e-12       9.666045404879e-16       3.689467779058e-12       6.536235165143e-13      -4.041499815213e-15 
  149       5.714448534752e-10       1.454074294207e-13      -6.042924187793e-12       9.808447292007e-16       3.618927406059e-12       6.440483939977e-13      -3.989165274103e-15 
  150       5.757523317109e-10       1.448117164560e-13      -6.049758266005e-12       9.952193408348e-16       3.550109438547e-12       6.349010973338e-13      -3.946265557931e-15 
  151       5.800355826982e-10       1.441583444473e-13      -6.053450138062e-12       1.009728455425e-15       3.482969772803e-12       6.260874970321e-13      -3.908609081522e-15 
  152       5.842932885683e-10       1.434485496096e-13      -6.053958786339e-12       1.024372116441e-15       3.417456337924e-12       6.175073672165e-13      -3.871764733548e-15 
  153       5.885240865249e-10       1.426836730335e-13      -6.051244739865e-12       1.039150330048e-15       3.353508924519e-12       6.090542778377e-13      -3.831057832913e-15 
  154       5.927266047192e-10       1.418651552958e-13      -6.045270120911e-12       1.054063140093e-15       3.291067593509e-12       6.006382531540e-13      -3.782674632785e-15 
  155       5.968995754038e-10       1.409945160766e-13      -6.035998705867e-12       1.069110862365e-15       3.230099136539e-12       5.922563280725e-13      -3.727099093671e-15 
  156       6.010417306437e-10       1.400733759637e-13      -6.023395945949e-12       1.084293870671e-15       3.170572743836e-12       5.839283323841e-13      -3.665987258831e-15 
  157       6.051517658579e-10       1.391034650975e-13      -6.007429000442e-12       1.099612522712e-15       3.112451516656e-12       5.756747167699e-13      -3.601088750738e-15 
  158       6.092283391478e-10       1.380866248719e-13      -5.988066776545e-12       1.115067159736e-15       3.055692339123e-12       5.675165594655e-13      -3.534248300401e-15 
  159       6.132700706252e-10       1.370248096357e-13      -5.965279969218e-12       1.130658106182e-15       3.000245750066e-12       5.594755729246e-13      -3.467407276670e-15 
  160       6.172755990821e-10       1.359200712787e-13      -5.939041152234e-12       1.146385722058e-15       2.946063118642e-12       5.515702193023e-13      -3.402204811633e-15 
  161       6.212437590759e-10       1.347745078753e-13      -5.909324976729e-12       1.162250566051e-15       2.893119157913e-12       5.438036544564e-13      -3.338738077799e-15 
  162       6.251734183896e-10       1.335903137010e-13      -5.876108066531e-12       1.178253246319e-15       2.841391178796e-12       5.361747190425e-13      -3.276694119108e-15 
  163       6.290634217062e-10       1.323697975446e-13      -5.839369008315e-12       1.194394368968e-15       2.790851873031e-12       5.286817218596e-13      -3.215740002086e-15 
  164       6.329125902039e-10       1.311153843301e-13      -5.799088391692e-12       1.210674537938e-15       2.741469219045e-12       5.213224283882e-13      -3.155522479921e-15 
  165       6.367197211512e-10       1.298296167379e-13      -5.755248849292e-12       1.227094354901e-15       2.693206387807e-12       5.140940493273e-13      -3.095667656542e-15 
  166       6.404835875032e-10       1.285151568263e-13      -5.707835096851e-12       1.243654419151e-15       2.646021648695e-12       5.069932291320e-13      -3.035780650691e-15 
  167       6.442029497248e-10       1.271747589251e-13      -5.656833664282e-12       1.260355247669e-15       2.599874436759e-12       5.000167435954e-13      -2.975537961158e-15 
  168       6.478765932457e-10       1.258111823197e-13      -5.602231979099e-12       1.277197027884e-15       2.554744333112e-12       4.931636834485e-13      -2.914974115873e-15 
  169       6.515032934417e-10       1.244272741853e-13      -5.544019281151e-12       1.294179843514e-15       2.510613531486e-12       4.864334360139e-13      -2.854218953647e-15 
  170       6.550818033448e-10       1.230259991321e-13      -5.482186963068e-12       1.311303752046e-15       2.467460755298e-12       4.798249845633e-13      -2.793407184150e-15 
  171       6.586108532899e-10       1.216104407033e-13      -5.416728609031e-12       1.328568784294e-15       2.425261189872e-12       4.733368998884e-13      -2.732678448489e-15 
  172       6.620891505630e-10       1.201838028742e-13      -5.347640033530e-12       1.345974943945e-15       2.383986414649e-12       4.669673318704e-13      -2.672177379778e-15 
  173       6.655153790490e-10       1.187494115506e-13      -5.274919320132e-12       1.363522207111e-15       2.343604335402e-12       4.607140010512e-13      -2.612053663714e-15 
  174       6.688882615041e-10       1.173106745366e-13      -5.198566604625e-12       1.381210398559e-15       2.304083584346e-12       4.545731533336e-13      -2.552415277450e-15 
  175       6.722067528385e-10       1.158709546215e-13      -5.118583323414e-12       1.399038809941e-15       2.265407266885e-12       4.485363455998e-13      -2.493183779609e-15 
  176       6.754698620763e-10       1.144336889143e-13      -5.034972977562e-12       1.417006549257e-15       2.227560217031e-12       4.425933791982e-13      -2.434227218416e-15 
  177       6.786765910528e-10       1.130024307629e-13      -4.947741420338e-12       1.435112660441e-15       2.190524581160e-12       4.367333006647e-13      -2.375405762312e-15 
