# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:gr.fac. D             15:gr.fac. f             16:(.)rho_smg            17:(.)p_smg              18:M*^2_smg              19:D_M*^2_smg            20:kineticity_smg        21:braiding_smg          22:tensor_excess_smg     23:Mpl_running_smg       24:c_s^2                 25:kin (D)            
       3.353296776065e+09       6.721894564529e-17       1.382190312142e-04       2.426075190090e+13       1.403502512963e+04       4.185440795346e-06       4.706360453321e+13       7.980079099315e-05       3.479101010421e+26       9.243330710668e+19       5.050436414988e+20       2.406733842761e+26       5.885840827951e+26       1.173230166391e-04       9.706049465876e-02       2.516688647282e-05      -2.265019782553e-05       1.000000000000e+00       0.000000000000e+00       1.282750615000e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.282750615000e-25 
       3.329986867941e+09       6.816330445290e-17       1.391865644109e-04       2.392463479230e+13       1.403502512866e+04       4.214738880675e-06       4.673644938370e+13       8.035939636032e-05       3.383367363950e+26       9.051906929679e+19       4.945844935525e+20       2.340508284445e+26       5.723881499430e+26       1.174024509568e-04       9.699483398784e-02       2.511427519762e-05      -2.260284767786e-05       1.000000000000e+00       0.000000000000e+00       1.316289053160e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.316289053160e-25 
       3.306838994928e+09       6.912093055401e-17       1.401608697051e-04       2.359317437057e+13       1.403502512769e+04       4.244242052598e-06       4.641156840107e+13       8.092191196268e-05       3.290267998873e+26       8.864447419260e+19       4.843419482256e+20       2.276105040044e+26       5.566378768782e+26       1.174818852829e-04       9.692926218104e-02       2.506177390608e-05      -2.255559651547e-05       1.000000000000e+00       0.000000000000e+00       1.350704377861e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.350704377861e-25 
       3.283852030665e+09       7.009201034077e-17       1.411419962096e-04       2.326630612030e+13       1.403502512671e+04       4.273951746721e-06       4.608894577680e+13       8.148836517183e-05       3.199730428258e+26       8.680870081769e+19       4.743115198091e+20       2.213473965353e+26       5.413210004814e+26       1.175613196177e-04       9.686377905880e-02       2.500938236828e-05      -2.250844413145e-05       1.000000000000e+00       0.000000000000e+00       1.386019515927e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.386019515927e-25 
       3.261024856620e+09       7.107673282393e-17       1.421299893991e-04       2.294396641989e+13       1.403502512572e+04       4.303869408700e-06       4.576856581229e+13       8.205878355099e-05       3.111684159778e+26       8.501094519755e+19       4.644888154903e+20       2.152566295974e+26       5.264255950750e+26       1.176407539610e-04       9.679838444205e-02       2.495710035478e-05      -2.246139031930e-05       1.000000000000e+00       0.000000000000e+00       1.422257993623e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.422257993623e-25 
       3.238356362037e+09       7.207528966966e-17       1.431248983863e-04       2.262609252918e+13       1.403502512472e+04       4.333996494309e-06       4.545041291804e+13       8.263319485633e-05       3.026060640827e+26       8.325042000752e+19       4.548695334289e+20       2.093334609347e+26       5.119400631373e+26       1.177201883130e-04       9.673307815219e-02       2.490492763661e-05      -2.241443487295e-05       1.000000000000e+00       0.000000000000e+00       1.459443952325e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.459443952325e-25 
       3.215845443881e+09       7.308787523685e-17       1.441267741029e-04       2.231262257726e+13       1.403502512372e+04       4.364334469513e-06       4.513447161292e+13       8.321162703827e-05       2.942793205148e+26       8.152635422792e+19       4.454494608731e+20       2.035732787827e+26       4.978531262733e+26       1.177996226737e-04       9.666786001114e-02       2.485286398531e-05      -2.236757758678e-05       1.000000000000e+00       0.000000000000e+00       1.497602164599e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.497602164599e-25 
       3.193491006785e+09       7.411468661491e-17       1.451356602047e-04       2.200349555036e+13       1.403502512271e+04       4.394884810540e-06       4.482072652343e+13       8.379410824294e-05       2.861817020922e+26       7.983799280646e+19       4.362244723149e+20       1.979715982782e+26       4.841538164328e+26       1.178790570433e-04       9.660272984125e-02       2.480090917286e-05      -2.232081825557e-05       1.000000000000e+00       0.000000000000e+00       1.536758050711e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.536758050711e-25 
       3.171291962996e+09       7.515592366219e-17       1.461516094423e-04       2.169865128004e+13       1.403502512170e+04       4.425649003951e-06       4.450916238292e+13       8.438066681344e-05       2.783069040294e+26       7.818459632749e+19       4.271905276826e+20       1.925240579665e+26       4.708314673711e+26       1.179584914217e-04       9.653768746541e-02       2.474906297173e-05      -2.227415667456e-05       1.000000000000e+00       0.000000000000e+00       1.576937695557e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.576937695557e-25 
       3.149247232321e+09       7.621178904484e-17       1.471746709285e-04       2.139803043146e+13       1.403502512067e+04       4.456628546712e-06       4.419976403088e+13       8.497133129130e-05       2.706487950284e+26       7.656544068824e+19       4.183436705724e+20       1.872264164065e+26       4.578757063440e+26       1.180379258091e-04       9.647273270695e-02       2.469732515488e-05      -2.222759263939e-05       1.000000000000e+00       0.000000000000e+00       1.618167866041e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.618167866041e-25 
       3.127355742078e+09       7.728248827626e-17       1.482048937760e-04       2.110157449181e+13       1.403502511964e+04       4.487824946269e-06       4.389251641217e+13       8.556613041785e-05       2.632014125044e+26       7.497981678166e+19       4.096800265149e+20       1.820745488675e+26       4.452764460318e+26       1.181173602055e-04       9.640786538971e-02       2.464569549573e-05      -2.218112594616e-05       1.000000000000e+00       0.000000000000e+00       1.660476028905e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.660476028905e-25 
       3.105616427040e+09       7.836822975710e-17       1.492423270975e-04       2.080922575895e+13       1.403502511861e+04       4.519239720619e-06       4.358740457631e+13       8.616509313557e-05       2.559589579441e+26       7.342703018586e+19       4.011958012788e+20       1.770644441184e+26       4.330238766854e+26       1.181967946109e-04       9.634308533798e-02       2.459417376817e-05      -2.213475639135e-05       1.000000000000e+00       0.000000000000e+00       1.703890369032e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.703890369032e-25 
       3.084028229386e+09       7.946922481584e-17       1.502870236436e-04       2.052092733016e+13       1.403502511756e+04       4.550874398385e-06       4.328441367674e+13       8.676824858958e-05       2.489157923905e+26       7.190640086004e+19       3.928872792089e+20       1.721922013041e+26       4.211084584883e+26       1.182762290255e-04       9.627839237655e-02       2.454275974658e-05      -2.208848377192e-05       1.000000000000e+00       0.000000000000e+00       1.748439808216e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.748439808216e-25 
       3.062590098647e+09       8.058568774990e-17       1.513390325272e-04       2.023662309108e+13       1.403502511651e+04       4.582730518892e-06       4.298352897012e+13       8.737562612898e-05       2.420664320522e+26       7.041726284660e+19       3.847508215992e+20       1.674540269085e+26       4.095209141288e+26       1.183556634494e-04       9.621378633066e-02       2.449145320579e-05      -2.204230788521e-05       1.000000000000e+00       0.000000000000e+00       1.794154024433e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.794154024433e-25 
       3.041300991657e+09       8.171783586739e-17       1.523984046798e-04       1.995625770476e+13       1.403502511545e+04       4.614809632239e-06       4.268473581559e+13       8.798725530834e-05       2.354055440346e+26       6.895896397954e+19       3.767828650988e+20       1.628462318009e+26       3.982522215773e+26       1.184350978825e-04       9.614926702606e-02       2.444025392112e-05      -2.199622852901e-05       1.000000000000e+00       0.000000000000e+00       1.841063471610e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.841063471610e-25 
       3.020159872501e+09       8.286588952934e-17       1.534651928523e-04       1.967977660092e+13       1.403502511438e+04       4.647113299374e-06       4.238801967404e+13       8.860316588910e-05       2.289279421867e+26       6.753086559881e+19       3.689799201518e+20       1.583652283633e+26       3.872936070608e+26       1.185145323250e-04       9.608483428893e-02       2.438916166834e-05      -2.195024550151e-05       1.000000000000e+00       0.000000000000e+00       1.889199399915e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.889199399915e-25 
       2.999165712465e+09       8.403007219266e-17       1.545394497953e-04       1.940712596533e+13       1.403502511331e+04       4.679643092176e-06       4.209336610747e+13       8.922338784102e-05       2.226285830640e+26       6.613234227064e+19       3.613385694689e+20       1.540075276979e+26       3.766365382328e+26       1.185939667770e-04       9.602048794596e-02       2.433817622372e-05      -2.190435860135e-05       1.000000000000e+00       0.000000000000e+00       1.938593876573e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.938593876573e-25 
       2.978317489987e+09       8.521061045359e-17       1.556212246214e-04       1.913825272929e+13       1.403502511223e+04       4.712400593523e-06       4.180076077819e+13       8.984795134366e-05       2.165025620011e+26       6.476278151359e+19       3.538554665308e+20       1.497697369095e+26       3.662727175289e+26       1.186734012384e-04       9.595622782427e-02       2.428729736396e-05      -2.185856762757e-05       1.000000000000e+00       0.000000000000e+00       1.989279807228e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.989279807228e-25 
       2.957614190604e+09       8.640773409183e-17       1.567105737195e-04       1.887310455936e+13       1.403502511114e+04       4.745387397376e-06       4.151018944823e+13       9.047688678784e-05       2.105451092933e+26       6.342158353037e+19       3.465273341224e+20       1.456485564651e+26       3.561940757072e+26       1.187528357095e-04       9.589205375148e-02       2.423652486626e-05      -2.181287237963e-05       1.000000000000e+00       0.000000000000e+00       2.041290957869e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.041290957869e-25 
       2.937054806908e+09       8.762167611523e-17       1.578075480211e-04       1.861162984713e+13       1.403502511004e+04       4.778605108851e-06       4.122163797855e+13       9.111022477711e-05       2.047515864827e+26       6.210816094509e+19       3.393509628981e+20       1.416407776236e+26       3.463927655654e+26       1.188322701902e-04       9.582796555565e-02       2.418585850825e-05      -2.176727265743e-05       1.000000000000e+00       0.000000000000e+00       2.094661977317e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.094661977317e-25 
       2.916638338490e+09       8.885267280520e-17       1.589122002770e-04       1.835377769921e+13       1.403502510894e+04       4.812055344302e-06       4.093509232843e+13       9.174799612923e-05       1.991174827470e+26       6.082193854610e+19       3.323232099755e+20       1.377432799385e+26       3.368611558307e+26       1.189117046806e-04       9.576396306533e-02       2.413529806806e-05      -2.172176826126e-05       1.000000000000e+00       0.000000000000e+00       2.149428420313e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.149428420313e-25 
       2.896363791898e+09       9.010096376265e-17       1.600245850568e-04       1.809949792727e+13       1.403502510782e+04       4.845739731397e-06       4.065053855472e+13       9.239023187771e-05       1.936384113871e+26       5.956235303401e+19       3.254409975596e+20       1.339530288278e+26       3.275918252183e+26       1.189911391808e-04       9.570004610951e-02       2.408484332427e-05      -2.167635899185e-05       1.000000000000e+00       0.000000000000e+00       2.205626771202e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.205626771202e-25 
       2.876230180585e+09       9.136679195461e-17       1.611447569303e-04       1.784874103836e+13       1.403502510670e+04       4.879659909197e-06       4.036796281121e+13       9.303696327328e-05       1.883101064116e+26       5.832885277502e+19       3.187013115948e+20       1.302670732115e+26       3.185775566533e+26       1.190705736910e-04       9.563621451766e-02       2.403449405592e-05      -2.163104465033e-05       1.000000000000e+00       0.000000000000e+00       2.263294468237e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.263294468237e-25 
       2.856236524863e+09       9.265040376160e-17       1.622727704671e-04       1.760145822517e+13       1.403502510558e+04       4.913817528237e-06       4.008735134795e+13       9.368822178542e-05       1.831284192156e+26       5.712089755934e+19       3.121012004445e+20       1.266825432137e+26       3.098113316514e+26       1.191500082110e-04       9.557246811969e-02       2.398425004252e-05      -2.158582503826e-05       1.000000000000e+00       0.000000000000e+00       2.322469928521e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.322469928521e-25 
       2.836381851851e+09       9.395204902552e-17       1.634086784179e-04       1.735760135662e+13       1.403502510444e+04       4.948214250606e-06       3.980869051055e+13       9.434403910390e-05       1.780893153503e+26       5.593795836460e+19       3.056377735989e+20       1.231966479283e+26       3.012863248543e+26       1.192294427411e-04       9.550880674598e-02       2.393411106401e-05      -2.154069995761e-05       1.000000000000e+00       0.000000000000e+00       2.383192573602e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.383192573602e-25 
       2.816665195435e+09       9.527198109828e-17       1.645525389904e-04       1.711712296844e+13       1.403502510330e+04       4.982851750027e-06       3.953196673955e+13       9.500444714032e-05       1.731888713820e+26       5.477951712415e+19       2.993082004087e+20       1.198066732458e+26       2.929958987156e+26       1.193088772814e-04       9.544523022736e-02       2.388407690085e-05      -2.149566921076e-05       1.000000000000e+00       0.000000000000e+00       2.445502855728e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.445502855728e-25 
       2.797085596213e+09       9.661045689115e-17       1.657044067542e-04       1.687997625394e+13       1.403502510214e+04       5.017731711940e-06       3.925716656973e+13       9.566947802967e-05       1.684232718373e+26       5.364506650019e+19       2.931097088459e+20       1.165099797406e+26       2.849335983327e+26       1.193883118318e-04       9.538173839513e-02       2.383414733390e-05      -2.145073260051e-05       1.000000000000e+00       0.000000000000e+00       2.509442284802e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.509442284802e-25 
       2.777642101454e+09       9.796773692473e-17       1.668643362791e-04       1.664611505493e+13       1.403502510098e+04       5.052855833581e-06       3.898427662950e+13       9.633916413186e-05       1.637888062323e+26       5.253410966159e+19       2.870395842893e+20       1.133040006151e+26       2.770931464211e+26       1.194677463925e-04       9.531833108104e-02       2.378432214450e-05      -2.140588993005e-05       1.000000000000e+00       0.000000000000e+00       2.575053456034e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.575053456034e-25 
       2.758333765050e+09       9.934408537968e-17       1.680323875917e-04       1.641549385270e+13       1.403502509982e+04       5.088225824068e-06       3.871328364019e+13       9.701353803333e-05       1.592818661836e+26       5.144616006628e+19       2.810951683360e+20       1.101862397021e+26       2.694684384271e+26       1.195471809635e-04       9.525500811726e-02       2.373460111447e-05      -2.136114100302e-05       1.000000000000e+00       0.000000000000e+00       2.642380078314e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.642380078314e-25 
       2.739159647470e+09       1.007397701481e-16       1.692086134426e-04       1.618806775916e+13       1.403502509864e+04       5.123843404484e-06       3.844417441546e+13       9.769263254864e-05       1.548989425989e+26       5.038074124819e+19       2.752738576370e+20       1.071542695208e+26       2.620535377742e+26       1.196266155450e-04       9.519176933647e-02       2.368498402605e-05      -2.131648562344e-05       1.000000000000e+00       0.000000000000e+00       2.711467003333e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.711467003333e-25 
       2.720118815711e+09       1.021550628858e-16       1.703930738586e-04       1.596379250813e+13       1.403502509746e+04       5.159710307958e-06       3.817693586060e+13       9.837648072203e-05       1.506366229447e+26       4.933738660857e+19       2.695731027569e+20       1.042057293865e+26       2.548426712418e+26       1.197060501369e-04       9.512861457174e-02       2.363547066195e-05      -2.127192359575e-05       1.000000000000e+00       0.000000000000e+00       2.782360255460e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.782360255460e-25 
       2.701210343260e+09       1.035902390650e-16       1.715858252282e-04       1.574262444671e+13       1.403502509626e+04       5.195828279752e-06       3.791155497197e+13       9.906511582906e-05       1.464915885898e+26       4.831563921164e+19       2.639904070578e+20       1.013383235735e+26       2.478302244694e+26       1.197854847395e-04       9.506554365662e-02       2.358606080534e-05      -2.122745472480e-05       1.000000000000e+00       0.000000000000e+00       2.855107062406e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.855107062406e-25 
       2.682433310041e+09       1.050455780280e-16       1.727869257593e-04       1.552452052678e+13       1.403502509506e+04       5.232199077343e-06       3.764801883629e+13       9.975857137822e-05       1.424606122206e+26       4.731505158449e+19       2.585233256055e+20       9.854981952663e+25       2.410107375856e+26       1.198649193527e-04       9.500255642511e-02       2.353675423983e-05      -2.118307881585e-05       1.000000000000e+00       0.000000000000e+00       2.929755886682e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       2.929755886682e-25 
       2.663786802376e+09       1.065213630416e-16       1.739964336593e-04       1.530943829662e+13       1.403502509385e+04       5.268824470511e-06       3.738631463006e+13       1.004568811125e-04       1.385405553291e+26       4.633518552112e+19       2.531694640991e+20       9.583804612360e+25       2.343789009573e+26       1.199443539767e-04       9.493965271163e-02       2.348755074951e-05      -2.113879567456e-05       1.000000000000e+00       0.000000000000e+00       3.006356457886e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.006356457886e-25 
       2.645269912937e+09       1.080178813522e-16       1.752144071361e-04       1.509733589266e+13       1.403502509263e+04       5.305706241427e-06       3.712642961890e+13       1.011600790113e-04       1.347283657686e+26       4.537561189047e+19       2.479264778220e+20       9.320089198443e+25       2.279295510551e+26       1.200237886115e-04       9.487683235108e-02       2.343845011888e-05      -2.109460510699e-05       1.000000000000e+00       0.000000000000e+00       3.084959805832e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.084959805832e-25 
       2.626881740704e+09       1.095354242419e-16       1.764409080351e-04       1.488817203132e+13       1.403502509141e+04       5.342846184734e-06       3.686835115697e+13       1.018681992915e-04       1.310210753779e+26       4.443591044856e+19       2.427920706154e+20       9.063630382746e+25       2.216576664333e+26       1.201032232572e-04       9.481409517876e-02       2.338945213292e-05      -2.105050691963e-05       1.000000000000e+00       0.000000000000e+00       3.165618294545e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.165618294545e-25 
       2.608621390919e+09       1.110742870847e-16       1.776759945642e-04       1.468190600096e+13       1.403502509017e+04       5.380246107639e-06       3.661206668634e+13       1.025812764099e-04       1.274157976700e+26       4.351566965440e+19       2.377639938724e+20       8.814228487076e+25       2.155583638204e+26       1.201826579140e-04       9.475144103044e-02       2.334055657706e-05      -2.100650091935e-05       1.000000000000e+00       0.000000000000e+00       3.248385657144e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.248385657144e-25 
       2.590487975045e+09       1.126347694046e-16       1.789197249309e-04       1.447849765401e+13       1.403502508893e+04       5.417907829998e-06       3.635756373636e+13       1.032993450642e-04       1.239097255845e+26       4.261448648976e+19       2.328400455536e+20       8.571689327738e+25       2.096268943164e+26       1.202620925818e-04       9.468886974233e-02       2.329176323715e-05      -2.096258691344e-05       1.000000000000e+00       0.000000000000e+00       3.333317031639e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.333317031639e-25 
       2.572480610721e+09       1.142171749334e-16       1.801721627999e-04       1.427790739908e+13       1.403502508768e+04       5.455833184409e-06       3.610482992307e+13       1.040224401952e-04       1.205001293026e+26       4.173196628267e+19       2.280180692224e+20       8.335824064348e+25       2.038586396961e+26       1.203415272608e-04       9.462638115106e-02       2.324307189953e-05      -2.091876470958e-05       1.000000000000e+00       0.000000000000e+00       3.420468997661e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.420468997661e-25 
       2.554598421721e+09       1.158218116702e-16       1.814333681978e-04       1.408009619333e+13       1.403502508642e+04       5.494024016294e-06       3.585385294861e+13       1.047505969881e-04       1.171843541210e+26       4.086772253458e+19       2.232959531006e+20       8.106449052799e+25       1.982491088127e+26       1.204209619510e-04       9.456397509370e-02       2.319448235095e-05      -2.087503411586e-05       1.000000000000e+00       0.000000000000e+00       3.509899614157e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.509899614157e-25 
       2.536840537907e+09       1.174489919410e-16       1.827034011512e-04       1.388502553480e+13       1.403502508515e+04       5.532482183997e-06       3.560462060058e+13       1.054838508744e-04       1.139598183855e+26       4.002137675110e+19       2.186716291439e+20       7.883385702279e+25       1.927939341013e+26       1.205003966526e-04       9.450165140778e-02       2.314599437863e-05      -2.083139494077e-05       1.000000000000e+00       0.000000000000e+00       3.601668458065e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.601668458065e-25 
       2.519206095192e+09       1.190990324598e-16       1.839823253249e-04       1.369265745497e+13       1.403502508387e+04       5.571209558869e-06       3.535712075149e+13       1.062222375339e-04       1.108240114806e+26       3.919255827623e+19       2.141430721356e+20       7.666460336220e+25       1.874888681784e+26       1.205798313656e-04       9.443940993122e-02       2.309760777022e-05      -2.078784699320e-05       1.000000000000e+00       0.000000000000e+00       3.695836664005e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.695836664005e-25 
       2.501694235495e+09       1.207722543900e-16       1.852702007454e-04       1.350295451134e+13       1.403502508258e+04       5.610208025358e-06       3.511134135816e+13       1.069657928958e-04       1.077744918748e+26       3.838090413000e+19       2.097082988004e+20       7.455504057072e+25       1.823297805348e+26       1.206592660902e-04       9.437725050242e-02       2.304932231382e-05      -2.074439008244e-05       1.000000000000e+00       0.000000000000e+00       3.792466965004e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.792466965004e-25 
       2.484304106700e+09       1.224689834072e-16       1.865670910774e-04       1.331587978017e+13       1.403502508128e+04       5.649479481108e-06       3.486727046110e+13       1.077145531410e-04       1.048088852199e+26       3.758605884959e+19       2.053653669351e+20       7.250352614803e+25       1.773126543193e+26       1.207387008263e-04       9.431517296017e-02       2.300113779797e-05      -2.070102401817e-05       1.000000000000e+00       0.000000000000e+00       3.891623734291e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.891623734291e-25 
       2.467034862613e+09       1.241895497622e-16       1.878730599856e-04       1.313139684925e+13       1.403502507998e+04       5.689025837041e-06       3.462489618399e+13       1.084685547037e-04       1.019248825017e+26       3.680767433354e+19       2.011123745584e+20       7.050846279010e+25       1.724335832118e+26       1.208181355742e-04       9.425317714371e-02       2.295305401166e-05      -2.065774861049e-05       1.000000000000e+00       0.000000000000e+00       3.993373028175e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.993373028175e-25 
       2.449885662924e+09       1.259342883456e-16       1.891881711344e-04       1.294946981085e+13       1.403502507866e+04       5.728849017460e-06       3.438420673303e+13       1.092278342729e-04       9.912023824304e+25       3.604540968941e+19       1.969474590782e+20       6.856829714559e+25       1.676887683815e+26       1.208975703338e-04       9.419126289272e-02       2.290507074431e-05      -2.061456366988e-05       1.000000000000e+00       0.000000000000e+00       4.097782630057e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.097782630057e-25 
       2.432855673164e+09       1.277035387529e-16       1.905124881887e-04       1.277006325472e+13       1.403502507734e+04       5.768950960135e-06       3.414519039643e+13       1.099924287948e-04       9.639276875486e+25       3.529893108440e+19       1.928687964751e+20       6.668151860635e+25       1.630745155289e+26       1.209770051053e-04       9.412943004727e-02       2.285718778578e-05      -2.057146900721e-05       1.000000000000e+00       0.000000000000e+00       4.204922095580e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.204922095580e-25 
       2.415944064663e+09       1.294976453504e-16       1.918460748129e-04       1.259314226119e+13       1.403502507600e+04       5.809333616403e-06       3.390783554380e+13       1.107623754738e-04       9.374035043621e+25       3.456791159921e+19       1.888746005044e+20       6.484665813133e+25       1.585872320101e+26       1.210564398888e-04       9.406767844790e-02       2.280940492639e-05      -2.052846443375e-05       1.000000000000e+00       0.000000000000e+00       4.314862798970e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.314862798970e-25 
       2.399150014513e+09       1.313169573428e-16       1.931889964908e-04       1.241867239439e+13       1.403502507466e+04       5.849998951259e-06       3.367213062559e+13       1.115377117750e-04       9.116091812081e+25       3.385203108484e+19       1.849631219132e+20       6.306228710272e+25       1.542234240387e+26       1.211358746843e-04       9.400600793554e-02       2.276172195688e-05      -2.048554976119e-05       1.000000000000e+00       0.000000000000e+00       4.427677980584e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.427677980584e-25 
       2.382472705525e+09       1.331618288402e-16       1.945413205249e-04       1.224661969553e+13       1.403502507331e+04       5.890948943452e-06       3.343806417256e+13       1.123184754257e-04       8.865246346908e+25       3.315097602235e+19       1.811326476748e+20       6.132701621370e+25       1.499796939664e+26       1.212153094920e-04       9.394441835155e-02       2.271413866842e-05      -2.044272480157e-05       1.000000000000e+00       0.000000000000e+00       4.543442795697e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.543442795697e-25 
       2.365911326194e+09       1.350326189281e-16       1.959031087608e-04       1.207695067629e+13       1.403502507195e+04       5.932185585583e-06       3.320562479516e+13       1.131047044174e-04       8.621303340448e+25       3.246443938563e+19       1.773815002379e+20       5.963949438667e+25       1.458527376371e+26       1.212947443119e-04       9.388290953773e-02       2.266665485263e-05      -2.039998936737e-05       1.000000000000e+00       0.000000000000e+00       4.662234364574e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.662234364574e-25 
       2.349465070651e+09       1.369296917366e-16       1.972744303202e-04       1.190963231233e+13       1.403502507057e+04       5.973710884204e-06       3.297480118306e+13       1.138964370072e-04       8.384072859285e+25       3.179212050687e+19       1.737080367927e+20       5.799840772135e+25       1.418393418144e+26       1.213741791442e-04       9.382148133627e-02       2.261927030157e-05      -2.035734327141e-05       1.000000000000e+00       0.000000000000e+00       4.784131823843e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.784131823843e-25 
       2.333133138632e+09       1.388534165113e-16       1.986553506867e-04       1.174463203682e+13       1.403502506919e+04       6.015526859907e-06       3.274558210450e+13       1.146937117204e-04       8.153370196357e+25       3.113372494491e+19       1.701106485506e+20       5.640247847176e+25       1.379363816797e+26       1.214536139889e-04       9.376013358981e-02       2.257198480772e-05      -2.031478632695e-05       1.000000000000e+00       0.000000000000e+00       4.909216379214e-25       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.909216379214e-25 
