#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:vx_smg                19:vx_prime_smg          20:h_prime               21:eta                
       2.605648022133e+02       8.311337163451e-04       1.455897399855e-01       8.018612987343e-02       1.058347064706e-01       1.561720374295e-01       1.130544913725e-02       3.246730766094e-02       1.945000540893e-01       7.977961332787e-02       6.210489743461e-02       6.230929426427e-02      -1.931773021590e-01      -2.647445836248e-03      -2.936121233521e-02      -2.602857373523e+01       9.986107141288e-02       4.715632052875e-05       3.277418386619e-07       2.002084464270e-01       1.130359889832e-01 
       2.609436584412e+02       8.327337901988e-04       1.051368018147e-01       8.011447937315e-02       1.076320082486e-01       1.587723234661e-01       1.168059747006e-02       3.304700368848e-02       1.642782725512e-01       7.989970618449e-02       6.211106531348e-02       6.231820679798e-02      -1.918458851328e-01      -2.482362840091e-03      -2.981634680256e-02      -2.606638816312e+01       9.990426531217e-02       4.728058322331e-05       3.282469126694e-07       2.002930110242e-01       1.130053411545e-01 
       2.613225146692e+02       8.343350012189e-04       6.472765901257e-02       8.001127467924e-02       1.094229329595e-01       1.613534397560e-01       1.206335742870e-02       3.362514693413e-02       1.340153277966e-01       7.999545942908e-02       6.211711147511e-02       6.232702648079e-02      -1.905989699675e-01      -2.314388731985e-03      -3.023058245318e-02      -2.610421926655e+01       9.994763165650e-02       4.740503737440e-05       3.287525491624e-07       2.003781352703e-01       1.129748016573e-01 
       2.617925204213e+02       8.363230301969e-04       1.468113279231e-02       7.983946008323e-02       1.116342368625e-01       1.645269661842e-01       1.254883529085e-02       3.433994021489e-02       9.642789932601e-02       8.008069820541e-02       6.212442804884e-02       6.233782088731e-02      -1.891716657429e-01      -2.102339725331e-03      -3.068677828262e-02      -2.615117553392e+01       1.000016695449e-01       4.755970052752e-05       3.293806208207e-07       2.004845110922e-01       1.129370449324e-01 
       2.622625261734e+02       8.383128093502e-04      -3.524329470308e-02       7.961927029288e-02       1.138319086018e-01       1.676665176596e-01       1.304613358746e-02       3.505168139917e-02       5.880851435632e-02       8.012915546005e-02       6.213152311126e-02       6.234843083808e-02      -1.878791450991e-01      -1.886666175112e-03      -3.107817861885e-02      -2.619815781435e+01       1.000559691006e-01       4.771465908528e-05       3.300095748535e-07       2.005917337130e-01       1.128994086766e-01 
       2.627325319256e+02       8.403043386788e-04      -8.501544269137e-02       7.935084771715e-02       1.160137452232e-01       1.707696014733e-01       1.355529396651e-02       3.576000352785e-02       2.117430271777e-02       8.014124874383e-02       6.213837901442e-02       6.235883416951e-02      -1.867236217229e-01      -1.667835912934e-03      -3.140396363168e-02      -2.624516629660e+01       1.001105272822e-01       4.786991346593e-05       3.306394285582e-07       2.006997929342e-01       1.128618677111e-01 
       2.632025376777e+02       8.422976181827e-04      -1.346052261965e-01       7.903437085256e-02       1.181774796178e-01       1.738337163213e-01       1.407634520608e-02       3.646454002042e-02      -1.645781391115e-02       8.011740711525e-02       6.214497847361e-02       6.236900877136e-02      -1.857070142826e-01      -1.446322119051e-03      -3.166346238955e-02      -2.629220116802e+01       1.001653416465e-01       4.802546409360e-05       3.312701882381e-07       2.008086796127e-01       1.128243971861e-01 
       2.636725434298e+02       8.442926478618e-04      -1.839826793493e-01       7.867004763258e-02       1.203207826527e-01       1.768563552126e-01       1.460930262495e-02       3.716492512425e-02      -5.407112239809e-02       8.005808435638e-02       6.215130474654e-02       6.237893277876e-02      -1.848309423905e-01      -1.222602694009e-03      -3.185615378758e-02      -2.633926261406e+01       1.002204099342e-01       4.818131139832e-05       3.319018699550e-07       2.009183848290e-01       1.127869725912e-01 
       2.641425491820e+02       8.462894277163e-04      -2.331179737472e-01       7.825811011721e-02       1.224412643363e-01       1.798350089096e-01       1.515416748174e-02       3.786079445659e-02      -9.164912334359e-02       7.996376828884e-02       6.215734214318e-02       6.238858509610e-02      -1.840967215892e-01      -9.971603688723e-04      -3.198166723109e-02      -2.638635081659e+01       1.002757288945e-01       4.833745581662e-05       3.325344885117e-07       2.010288975375e-01       1.127495697658e-01 
       2.646125549341e+02       8.482879577460e-04      -2.819814367113e-01       7.779881899216e-02       1.245364739589e-01       1.827671696234e-01       1.571092637924e-02       3.855178558374e-02      -1.291755504487e-01       7.983497711840e-02       6.216307531039e-02       6.239794468238e-02      -1.835053639994e-01      -7.704799719660e-04      -3.203978297968e-02      -2.643346595597e+01       1.003312959455e-01       4.849389779006e-05       3.331680482894e-07       2.011402078741e-01       1.127121649108e-01 
       2.651928671935e+02       8.507579409369e-04      -3.418938745884e-01       7.716684563377e-02       1.270848075536e-01       1.863196214980e-01       1.641471683112e-02       3.939768162764e-02      -1.754141701725e-01       7.962920277530e-02       6.216971243370e-02       6.240906629247e-02      -1.829733344382e-01      -4.896152608552e-04      -3.201846818198e-02      -2.649167605953e+01       1.004002425901e-01       4.868746658108e-05       3.339516219884e-07       2.012787274071e-01       1.126659438312e-01 
       2.657731794529e+02       8.532305922068e-04      -4.012918260093e-01       7.646374532184e-02       1.295859349645e-01       1.897926891777e-01       1.713650733719e-02       4.023492134631e-02      -2.215201661442e-01       7.937275629112e-02       6.217583751203e-02       6.241967253286e-02      -1.826608326284e-01      -2.085229475247e-04      -3.189449944734e-02      -2.654992782685e+01       1.004695574125e-01       4.888149051639e-05       3.347366707623e-07       2.014184260276e-01       1.126196406943e-01 
       2.663534917123e+02       8.557059115558e-04      -4.601206644362e-01       7.569020223740e-02       1.320348771106e-01       1.931817098989e-01       1.787617226835e-02       4.106284197239e-02      -2.674645689222e-01       7.906675608460e-02       6.218142562156e-02       6.242972615403e-02      -1.825678293400e-01       7.188171989368e-05      -3.166841090413e-02      -2.660822158197e+01       1.005392355474e-01       4.907597045876e-05       3.355232178939e-07       2.015592842431e-01       1.125732131493e-01 
       2.669338039717e+02       8.581838989838e-04      -5.183263142421e-01       7.484696704098e-02       1.344265293829e-01       1.964820611616e-01       1.863354607043e-02       4.188079059376e-02      -3.132190673146e-01       7.871237822939e-02       6.218645383181e-02       6.243919137298e-02      -1.826935823731e-01       3.506868732030e-04      -3.134108101757e-02      -2.666655764129e+01       1.006092708818e-01       4.927090728380e-05       3.363112848990e-07       2.017012797384e-01       1.125266198053e-01 
       2.675141162311e+02       8.606645544909e-04      -5.758553056964e-01       7.393486138850e-02       1.367556667035e-01       1.996891717145e-01       1.940842173999e-02       4.268812566659e-02      -3.587560446553e-01       7.831085203061e-02       6.219090046512e-02       6.244803316163e-02      -1.830366440507e-01       6.269887519204e-04      -3.091372825361e-02      -2.672493631555e+01       1.006796577655e-01       4.946630187771e-05       3.371008845877e-07       2.018443907862e-01       1.124798202634e-01 
       2.680944284905e+02       8.631478780771e-04      -6.326548280436e-01       7.295477958641e-02       1.390169497167e-01       2.027985324490e-01       2.020054936725e-02       4.348421846019e-02      -4.040486101963e-01       7.786345434629e-02       6.219474524671e-02       6.245621743752e-02      -1.835948675163e-01       8.998943163607e-04      -3.038790563538e-02      -2.678335790940e+01       1.007503906453e-01       4.966215513634e-05       3.378920376357e-07       2.019885955249e-01       1.124327751487e-01 
       2.686747407499e+02       8.656338697423e-04      -6.886727834599e-01       7.190768660852e-02       1.412049322490e-01       2.058057071595e-01       2.100963475299e-02       4.426845442252e-02      -4.490706248574e-01       7.737150877405e-02       6.219796974373e-02       6.246371155017e-02      -1.843654138998e-01       1.168523125849e-03      -2.976549425226e-02      -2.684182271968e+01       1.008214630134e-01       4.985846796340e-05       3.386847528354e-07       2.021338698661e-01       1.123854461424e-01 
       2.692975962103e+02       8.683050802856e-04      -7.478693655246e-01       7.071045307275e-02       1.434654375179e-01       2.089146837257e-01       2.189651472958e-02       4.509630840551e-02      -4.970633254988e-01       7.679549843051e-02       6.220072051427e-02       6.247095055439e-02      -1.854246705348e-01       1.451103737303e-03      -2.899249939763e-02      -2.690462205399e+01       1.008981174585e-01       5.006968503801e-05       3.395373480940e-07       2.022909594237e-01       1.123342891168e-01 
       2.699204516706e+02       8.709793644460e-04      -8.060440674093e-01       6.943858915697e-02       1.456281407716e-01       2.118956704586e-01       2.280205767003e-02       4.590909450704e-02      -5.446848288048e-01       7.617150701379e-02       6.220271738063e-02       6.247731988907e-02      -1.867192611562e-01       1.726720184889e-03      -2.811389658008e-02      -2.696747185966e+01       1.009751486688e-01       5.028143372944e-05       3.403917895328e-07       2.024492248840e-01       1.122827175728e-01 
       2.705433071310e+02       8.736567222234e-04      -8.631356606460e-01       6.809356332341e-02       1.476859641891e-01       2.147435496966e-01       2.372571968234e-02       4.670611787581e-02      -5.919059201588e-01       7.550134525730e-02       6.220394250192e-02       6.248278289406e-02      -1.882431260033e-01       1.994359412850e-03      -2.713320706134e-02      -2.703037247919e+01       1.010525496348e-01       5.049371519394e-05       3.412480953076e-07       2.026086373225e-01       1.122306884344e-01 
       2.711661625914e+02       8.763371536178e-04      -9.190841676191e-01       6.667693949557e-02       1.496317380679e-01       2.174533609193e-01       2.466689177258e-02       4.748670949216e-02      -6.386985234302e-01       7.478687384185e-02       6.220438024734e-02       6.248730483018e-02      -1.899893693927e-01       2.253040612880e-03      -2.605433678094e-02      -2.709332424460e+01       1.011303124065e-01       5.070653059823e-05       3.421062810172e-07       2.027691655444e-01       1.121781601931e-01 
       2.717890180518e+02       8.790206586293e-04      -9.738309435835e-01       6.519037725222e-02       1.514582168132e-01       2.200203160032e-01       2.562489861983e-02       4.825022772969e-02      -6.850357329829e-01       7.403000321474e-02       6.220401663590e-02       6.249085238591e-02      -1.919502906867e-01       2.501820086711e-03      -2.488155968827e-02      -2.715632747882e+01       1.012084293349e-01       5.091988111670e-05       3.429663573848e-07       2.029307785681e-01       1.121250929487e-01 
