#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:vx_smg                19:vx_prime_smg          20:h_prime               21:eta                
       2.025924962194e+00       4.387285118032e-06      -1.218105601714e+00       6.055016694398e-03       9.294509625072e-08       2.323627406268e-07       2.006554772718e-13       4.647254812536e-08      -9.135792012632e-01       6.055016663905e-03       6.003908301722e-01       6.975234440375e-01      -1.218098083577e+00       6.043883205371e-03       1.636928826401e-03      -9.135908444558e-01       6.077974138077e-03       2.199355068837e-10       3.250393001257e-10       2.015110739707e-02       9.986450914203e-01 
       2.082653833833e+00       4.510603561094e-06      -1.218916680452e+00       6.222795783054e-03       1.009654661637e-07       2.524136654091e-07       2.303960299782e-13       5.048273308183e-08      -9.141875103147e-01       6.222795751352e-03       6.003483612126e-01       6.974367589794e-01      -1.218908284169e+00       6.210700886749e-03       1.729452543757e-03      -9.142005114527e-01       6.247731322147e-03       2.388935724054e-10       3.434193569685e-10       2.071173583537e-02       9.985684532676e-01 
       2.139382705472e+00       4.633947500827e-06      -1.219747572119e+00       6.390434682876e-03       1.094332200294e-07       2.735830500734e-07       2.635628630225e-13       5.471661001468e-08      -9.148106790630e-01       6.390434650005e-03       6.003047001396e-01       6.973482920085e-01      -1.219738222948e+00       6.377324647067e-03       1.824484067920e-03      -9.148251534722e-01       6.417458476471e-03       2.589085241115e-10       3.623000865350e-10       2.127213766341e-02       9.984897253094e-01 
       2.196111577111e+00       4.757316937230e-06      -1.220598250932e+00       6.557929894532e-03       1.183603036755e-07       2.959007591886e-07       3.004436721553e-13       5.918015183773e-08      -9.154486881712e-01       6.557929860541e-03       6.002598497229e-01       6.972580468862e-01      -1.220587870011e+00       6.543749539841e-03       1.922019642922e-03      -9.154647575103e-01       6.587155048636e-03       2.800087539217e-10       3.816803243285e-10       2.183231054299e-02       9.984089091262e-01 
       2.252840448750e+00       4.880711870304e-06      -1.221468700229e+00       6.725277973015e-03       1.277586400647e-07       3.193966001617e-07       3.413417731804e-13       6.387932003235e-08      -9.161015251421e-01       6.725277937962e-03       6.002138107048e-01       6.971660250289e-01      -1.221457204469e+00       6.709970674696e-03       2.022055417945e-03      -9.161193175696e-01       6.756820537146e-03       3.022225731743e-10       4.015597531895e-10       2.239225221356e-02       9.983260063102e-01 
       2.309569320389e+00       5.004132300048e-06      -1.222358934307e+00       6.892475668030e-03       1.376401314883e-07       3.441003287208e-07       3.865765133926e-13       6.882006574416e-08      -9.167692006985e-01       6.892475631983e-03       6.001665770293e-01       6.970722200489e-01      -1.222346236280e+00       6.875983357823e-03       2.124587448777e-03      -9.167888510398e-01       6.926454631767e-03       3.255782915882e-10       4.219389397875e-10       2.295196069899e-02       9.982410184661e-01 
       2.372759755590e+00       5.141640650652e-06      -1.223373794515e+00       7.078536084535e-03       1.492304917312e-07       3.730762293280e-07       4.424801887974e-13       7.461524586560e-08      -9.175303458520e-01       7.078536047470e-03       6.001125676617e-01       6.969656443882e-01      -1.223359648910e+00       7.060653658814e-03       2.241732145087e-03      -9.175522328200e-01       7.115372639790e-03       3.529733303343e-10       4.452277058066e-10       2.357514371586e-02       9.981438974764e-01 
       2.435950190790e+00       5.279180636987e-06      -1.224413118329e+00       7.264400670284e-03       1.614514393703e-07       4.036285984258e-07       5.046703449157e-13       8.072571968515e-08      -9.183098387102e-01       7.264400632309e-03       6.000570864005e-01       6.968568698521e-01      -1.224397404844e+00       7.245052301020e-03       2.361963408935e-03      -9.183341477640e-01       7.304250153851e-03       3.818595507347e-10       4.691351428903e-10       2.419803115114e-02       9.980441936847e-01 
       2.499140625991e+00       5.416752259054e-06      -1.225476888875e+00       7.450064739698e-03       1.743193056371e-07       4.357982640928e-07       5.736622252955e-13       8.715965281856e-08      -9.191076666170e-01       7.450064700937e-03       6.000001325897e-01       6.967458964843e-01      -1.225459480733e+00       7.429172612540e-03       2.485275374365e-03      -9.191345931594e-01       7.493086536347e-03       4.122760162978e-10       4.936595884816e-10       2.482061997588e-02       9.979419093603e-01 
       2.562331061191e+00       5.554355516851e-06      -1.226565098715e+00       7.635523686214e-03       1.878503806433e-07       4.696259516081e-07       6.499983397680e-13       9.392519032163e-08      -9.199238239948e-01       7.635523646807e-03       5.999417033924e-01       6.966327218713e-01      -1.226545862502e+00       7.613008003800e-03       2.611662032409e-03      -9.199535736279e-01       7.681881223101e-03       4.442617024805e-10       5.188011316996e-10       2.544290727157e-02       9.978370467907e-01 
       2.625521496392e+00       5.691990410380e-06      -1.227677673924e+00       7.820772464734e-03       2.020608990311e-07       5.051522475778e-07       7.342490953669e-13       1.010304495156e-07      -9.207582553990e-01       7.820772424835e-03       5.998818102860e-01       6.965173601216e-01      -1.227656469417e+00       7.796551450122e-03       2.741117229237e-03      -9.207910441797e-01       7.870633205746e-03       4.778555766598e-10       5.445598082760e-10       2.606488946506e-02       9.977296082819e-01 
       2.688711931592e+00       5.829656939640e-06      -1.228814644838e+00       8.005806746888e-03       2.169670670724e-07       5.424176676810e-07       8.270135682363e-13       1.084835335362e-07      -9.216109835819e-01       8.005806706671e-03       5.998204420818e-01       6.963997991791e-01      -1.228791324842e+00       7.979796647102e-03       2.873634667082e-03      -9.216470382763e-01       8.059342186911e-03       5.130966251726e-10       5.709351606550e-10       2.668656404076e-02       9.976195961577e-01 
       2.751902366792e+00       5.967355104631e-06      -1.229975932881e+00       8.190621462218e-03       2.325850243023e-07       5.814625607557e-07       9.289200410921e-13       1.162925121511e-07      -9.224819496118e-01       8.190621421872e-03       5.997576110884e-01       6.962800541153e-01      -1.229950343061e+00       8.162736551919e-03       3.009207903656e-03      -9.225215079501e-01       8.248007121332e-03       5.500238036758e-10       5.979261101729e-10       2.730792737848e-02       9.975070127601e-01 
       2.827031744240e+00       6.131110563510e-06      -1.231388278610e+00       8.410062407275e-03       2.521022666575e-07       6.302556666438e-07       1.062888886121e-12       1.260511333288e-07      -9.235412089052e-01       8.410062367050e-03       5.996809976712e-01       6.961348348602e-01      -1.231359779170e+00       8.379834194460e-03       3.174363039056e-03      -9.235852577323e-01       8.472259685169e-03       5.961757130530e-10       6.308165779723e-10       2.804627976228e-02       9.973698157060e-01 
       2.902161121687e+00       6.294910741666e-06      -1.232834941886e+00       8.629178644220e-03       2.726753992631e-07       6.816884981578e-07       1.211875289800e-12       1.363376996316e-07      -9.246262063591e-01       8.629178604445e-03       5.996023136718e-01       6.959865276556e-01      -1.232803291745e+00       8.596479866449e-03       3.343817107754e-03      -9.246751169136e-01       8.696448075952e-03       6.448312933187e-10       6.645754288236e-10       2.878418296783e-02       9.972289913169e-01 
       2.977290499134e+00       6.458755639097e-06      -1.234315862295e+00       8.847962193396e-03       2.943312804664e-07       7.358282011659e-07       1.377104656999e-12       1.471656402332e-07      -9.257368966635e-01       8.847962154436e-03       5.995215637531e-01       6.958351393740e-01      -1.234280807459e+00       8.812662295054e-03       3.517558491590e-03      -9.257910600108e-01       8.920571046058e-03       6.960557269462e-10       6.992016067508e-10       2.952163168493e-02       9.970845436278e-01 
       3.052419876581e+00       6.622645255805e-06      -1.235831021931e+00       9.066405428160e-03       3.170966724596e-07       7.927416811491e-07       1.559866709247e-12       1.585483362298e-07      -9.268732663870e-01       9.066405390416e-03       5.994387431783e-01       6.956806660651e-01      -1.235792295162e+00       9.028370568825e-03       3.695575287726e-03      -9.269330939247e-01       9.144627688654e-03       7.499141351333e-10       7.346938033130e-10       3.025862111524e-02       9.969364767100e-01 
       3.127549254028e+00       6.786579591788e-06      -1.237380346589e+00       9.284500304443e-03       3.409982125171e-07       8.524955312927e-07       1.761516906358e-12       1.704991062585e-07      -9.280352598779e-01       9.284500268355e-03       5.993538592057e-01       6.955231176558e-01      -1.237337667080e+00       9.243593367540e-03       3.877855309210e-03      -9.281011838398e-01       9.368616667088e-03       8.064715545531e-10       7.710509538985e-10       3.099514583019e-02       9.967847946704e-01 
       3.202678631475e+00       6.950558647048e-06      -1.238963798153e+00       9.502239084664e-03       3.660624337290e-07       9.151560843225e-07       1.983478086526e-12       1.830312168645e-07      -9.292228485484e-01       9.502239050713e-03       5.992669110973e-01       6.953624948553e-01      -1.238916871197e+00       9.458319686395e-03       4.064386085306e-03      -9.292953225084e-01       9.592536938635e-03       8.657929399174e-10       8.082723695157e-10       3.173120084383e-02       9.966295016520e-01 
       3.277808008922e+00       7.114582421583e-06      -1.240581303084e+00       9.719613758010e-03       3.923157408227e-07       9.807893520567e-07       2.227241874850e-12       1.961578704113e-07      -9.304359772439e-01       9.719613726720e-03       5.991779056217e-01       6.951988070303e-01      -1.240529819746e+00       9.672538256567e-03       4.255154860639e-03      -9.305154766184e-01       9.816387174606e-03       9.279431546948e-10       8.463563539846e-10       3.246678075520e-02       9.964706018326e-01 
       3.355539903883e+00       7.284335127755e-06      -1.242290668601e+00       9.944127195206e-03       4.207580659438e-07       1.051895164859e-06       2.504062162441e-12       2.103790329719e-07      -9.317180013794e-01       9.944127167268e-03       5.990836444694e-01       6.950262164941e-01      -1.242234130380e+00       9.893631611293e-03       4.456978825970e-03      -9.318052937312e-01       1.004791711960e-02       9.952927605325e-10       8.866664806243e-10       3.322733652009e-02       9.963024057575e-01 
       3.433271798845e+00       7.454135705059e-06      -1.244036373462e+00       1.016823387560e-02       4.505304072359e-07       1.126326018090e-06       2.807705271365e-12       2.252652036180e-07      -9.330272800231e-01       1.016823385168e-02       5.989871850641e-01       6.948503531553e-01      -1.243974417588e+00       1.011415737907e-02       4.663310775259e-03      -9.331229235096e-01       1.027936961656e-02       1.065811585490e-09       9.278986020719e-10       3.398737257384e-02       9.961303578891e-01 
       3.511003693807e+00       7.623984153494e-06      -1.245818365226e+00       1.039192524431e-02       4.816615994305e-07       1.204153998576e-06       3.140066264643e-12       2.408307997152e-07      -9.343637738445e-01       1.039192522511e-02       5.988885279957e-01       6.946712194755e-01      -1.245750612076e+00       1.033410342960e-02       4.874135628821e-03      -9.344683525068e-01       1.051074346727e-02       1.139571234920e-09       9.700511300402e-10       3.474688336453e-02       9.959544629744e-01 
       3.588735588769e+00       7.793880473061e-06      -1.247636599153e+00       1.061519285234e-02       5.141803317333e-07       1.285450829333e-06       3.503126031495e-12       2.570901658666e-07      -9.357274492883e-01       1.061519283865e-02       5.987876719737e-01       6.944888157681e-01      -1.247562651879e+00       1.055345775038e-02       5.089437985786e-03      -9.358415736225e-01       1.074203756409e-02       1.216643180331e-09       1.013121715529e-09       3.550586348287e-02       9.957747258010e-01 
       3.666467483730e+00       7.963824663759e-06      -1.249491006854e+00       1.083802806365e-02       5.481151300031e-07       1.370287825008e-06       3.898952906704e-12       2.740575650016e-07      -9.371182550634e-01       1.083802805629e-02       5.986846206032e-01       6.943031480375e-01      -1.249410451015e+00       1.077220815398e-02       5.309202126406e-03      -9.372425625907e-01       1.097325059668e-02       1.297098735858e-09       1.057109027802e-09       3.626430722639e-02       9.955911511972e-01 
       3.744199378692e+00       8.133816725589e-06      -1.251381518611e+00       1.106042225203e-02       5.834943610166e-07       1.458735902542e-06       4.329704409909e-12       2.917471805083e-07      -9.385361388809e-01       1.106042225190e-02       5.985793775621e-01       6.941142223993e-01      -1.251293921805e+00       1.099034247537e-02       5.533412012308e-03      -9.386712947164e-01       1.120438124885e-02       1.381009154641e-09       1.102013601083e-09       3.702220889218e-02       9.954037440314e-01 
       3.821931273654e+00       8.303856658551e-06      -1.253308069270e+00       1.128236686015e-02       6.203462316388e-07       1.550865579097e-06       4.797628940592e-12       3.101731158194e-07      -9.399810518756e-01       1.128236686821e-02       5.984719453448e-01       6.939220436049e-01      -1.253212980771e+00       1.120784863121e-02       5.762051285378e-03      -9.401277492957e-01       1.143542825727e-02       1.468445728681e-09       1.147835716586e-09       3.777956286590e-02       9.952125092125e-01 
       3.912093640252e+00       8.501148440308e-06      -1.255587776935e+00       1.153922940003e-02       6.649729702802e-07       1.662432425700e-06       5.390040287629e-12       3.324864851401e-07      -9.416908326255e-01       1.153922941888e-02       5.983445906537e-01       6.936950597711e-01      -1.255483409422e+00       1.145933460449e-02       6.032779825587e-03      -9.418518236722e-01       1.170331680017e-02       1.574375743417e-09       1.202131377977e-09       3.865733564644e-02       9.949859049269e-01 
       4.002256006850e+00       8.698504627985e-06      -1.257915763171e+00       1.179546214629e-02       7.116621844476e-07       1.779155461119e-06       6.039429372012e-12       3.558310922238e-07      -9.434368223050e-01       1.179546217742e-02       5.982143010494e-01       6.934637166407e-01      -1.257801455292e+00       1.170994033026e-02       6.309418665645e-03      -9.436131241698e-01       1.197108900212e-02       1.685256431150e-09       1.257650611296e-09       3.953435508765e-02       9.947541653571e-01 
       4.092418373448e+00       8.895925221583e-06      -1.260291945841e+00       1.205105209023e-02       7.604570442811e-07       1.901142610703e-06       6.749782118458e-12       3.802285221405e-07      -9.452189593104e-01       1.205105213524e-02       5.980810751566e-01       6.932280156253e-01      -1.260167005809e+00       1.195964736575e-02       6.591940676495e-03      -9.454116359883e-01       1.223874315431e-02       1.801197919799e-09       1.314388834796e-09       4.041061286234e-02       9.945172983635e-01 
       4.182580740045e+00       9.093410221100e-06      -1.262716222252e+00       1.230598607365e-02       8.114003861751e-07       2.028500965438e-06       7.525261507323e-12       4.057001930875e-07      -9.470371666240e-01       1.230598613427e-02       5.979449156512e-01       6.929879628806e-01      -1.262579927193e+00       1.220843714441e-02       6.880318163116e-03      -9.472473299313e-01       1.250627736802e-02       1.922310209532e-09       1.372351095696e-09       4.128610039086e-02       9.942753118796e-01 
       4.272743106643e+00       9.290959626538e-06      -1.265188471062e+00       1.256025078862e-02       8.645347020417e-07       2.161336755104e-06       8.370210802731e-12       4.322673510208e-07      -9.488913532375e-01       1.256025086672e-02       5.978058288678e-01       6.927435688307e-01      -1.265040066364e+00       1.245629097649e-02       7.174522865181e-03      -9.491201638261e-01       1.277368957399e-02       2.048703940486e-09       1.431546775185e-09       4.216080884216e-02       9.940282139112e-01 
       4.362905473241e+00       9.488573437896e-06      -1.267708579121e+00       1.281383306573e-02       9.199021491205e-07       2.299755372801e-06       9.289156924350e-12       4.599510745602e-07      -9.507814342897e-01       1.281383316329e-02       5.976638190155e-01       6.924948414517e-01      -1.267547277793e+00       1.270319033780e-02       7.474525955210e-03      -9.510301026592e-01       1.304097781023e-02       2.180490285390e-09       1.491973050433e-09       4.303472956317e-02       9.937760125355e-01 
       4.453067839839e+00       9.686251655174e-06      -1.270276433625e+00       1.306671979433e-02       9.775445373303e-07       2.443861343326e-06       1.028681356928e-11       4.887722686651e-07      -9.527073251776e-01       1.306671991348e-02       5.975188898863e-01       6.922417882341e-01      -1.270101415652e+00       1.294911679076e-02       7.780298039655e-03      -9.529771126842e-01       1.330814014193e-02       2.317779537571e-09       1.553607933102e-09       4.390785395993e-02       9.935187158992e-01 
       4.556963804308e+00       9.914120232245e-06      -1.273294496607e+00       1.335724697409e-02       1.046842177162e-06       2.617105442906e-06       1.154044072285e-11       5.234210885811e-07      -9.549708724273e-01       1.335724712092e-02       5.973482674791e-01       6.919448324836e-01      -1.273102611879e+00       1.323127264895e-02       8.139760523330e-03      -9.552666277679e-01       1.361583831955e-02       2.482946412805e-09       1.626116919995e-09       4.491297482091e-02       9.932159198211e-01 
       4.660859768776e+00       1.014207433027e-05      -1.276375613947e+00       1.364681309501e-02       1.119278423653e-06       2.798196059133e-06       1.291292206497e-11       5.596392118266e-07      -9.572817104494e-01       1.364681327277e-02       5.971737828136e-01       6.916421580931e-01      -1.276165676340e+00       1.351208406432e-02       8.506796792423e-03      -9.576052584166e-01       1.392336362980e-02       2.655730052659e-09       1.700232056974e-09       4.591701356139e-02       9.929063816405e-01 
       4.764755733245e+00       1.037011394925e-05      -1.279519623170e+00       1.393539850392e-02       1.194915459801e-06       2.987288649502e-06       1.441242488497e-11       5.974577299004e-07      -9.596397173871e-01       1.393539871608e-02       5.969954376360e-01       6.913337720603e-01      -1.279290392896e+00       1.379152337724e-02       8.881359123272e-03      -9.599929655432e-01       1.423071335922e-02       2.836297782910e-09       1.775974524095e-09       4.691995747671e-02       9.925901141724e-01 
       4.868651697714e+00       1.059823908919e-05      -1.282726341719e+00       1.422298341817e-02       1.273814778289e-06       3.184536945723e-06       1.604746836234e-11       6.369073891447e-07      -9.620447563225e-01       1.422298366846e-02       5.968132374016e-01       6.910196857146e-01      -1.282476524218e+00       1.406956285271e-02       9.263398817583e-03      -9.624296967567e-01       1.453788460608e-02       3.024818493839e-09       1.853333136370e-09       4.792179361433e-02       9.922671303556e-01 
       4.972547662182e+00       1.082644975008e-05      -1.285995571840e+00       1.450954796759e-02       1.356037165472e-06       3.390092913679e-06       1.782692926536e-11       6.780185827359e-07      -9.644966789417e-01       1.450954826001e-02       5.966271902102e-01       6.906999134998e-01      -1.285723816688e+00       1.434617472354e-02       9.652866209437e-03      -9.649153900213e-01       1.484487432154e-02       3.221459422043e-09       1.932276449250e-09       4.892250883305e-02       9.919374432524e-01 
       5.076443626651e+00       1.105474593192e-05      -1.289327119228e+00       1.479507242717e-02       1.441642704751e-06       3.604106761877e-06       1.976004775520e-11       7.208213523753e-07      -9.669953395152e-01       1.479507276597e-02       5.964373027732e-01       6.903744683156e-01      -1.289032019039e+00       1.462133142443e-02       1.004971066949e-02      -9.674499876295e-01       1.515167954151e-02       3.426384887778e-09       2.012797391831e-09       4.992209014742e-02       9.916010660473e-01 
       5.180339591120e+00       1.128312763472e-05      -1.292720788670e+00       1.507953716749e-02       1.530690756832e-06       3.826726892081e-06       2.185643276160e-11       7.653453784161e-07      -9.695405916344e-01       1.507953755720e-02       5.962435813683e-01       6.900433626053e-01      -1.292400878020e+00       1.489500554374e-02       1.045388060804e-02      -9.700334329330e-01       1.545829733633e-02       3.639759034174e-09       2.094919718724e-09       5.092052465480e-02       9.912580120465e-01 
       5.285939447488e+00       1.151534242951e-05      -1.296233571462e+00       1.536756108102e-02       1.624787255862e-06       4.061968139656e-06       2.416479068978e-11       8.123936279312e-07      -9.721751787726e-01       1.536756152745e-02       5.960427600001e-01       6.897010384085e-01      -1.295886880879e+00       1.517162059178e-02       1.087213145423e-02      -9.727092458523e-01       1.576974862616e-02       3.865461682291e-09       2.180041437545e-09       5.193414510750e-02       9.909025038594e-01 
       5.391539303857e+00       1.174764557333e-05      -1.299810119875e+00       1.565444964102e-02       1.722561422760e-06       4.306403556900e-06       2.666301194793e-11       8.612807113800e-07      -9.748575901330e-01       1.565445014949e-02       5.958379898378e-01       6.893528913110e-01      -1.299435011204e+00       1.544664741740e-02       1.129783956635e-02      -9.754354061688e-01       1.608100029364e-02       4.100239794285e-09       2.266803650866e-09       5.294655420402e-02       9.905401261826e-01 
       5.497139160225e+00       1.198003706619e-05      -1.303450220666e+00       1.594018248526e-02       1.824073186102e-06       4.560182965256e-06       2.936238997788e-11       9.120365930512e-07      -9.775876657833e-01       1.594018306141e-02       5.956292772314e-01       6.889989343016e-01      -1.303044991427e+00       1.572005767964e-02       1.173094776691e-02      -9.782118536787e-01       1.639204931215e-02       4.344266011944e-09       2.355177718287e-09       5.395773856774e-02       9.901708933741e-01 
       5.602739016594e+00       1.221251690809e-05      -1.307153644891e+00       1.622473914712e-02       1.929381611085e-06       4.823454027712e-06       3.227463285980e-11       9.646908055423e-07      -9.803652340165e-01       1.622473979697e-02       5.954166312727e-01       6.886391835761e-01      -1.306716527158e+00       1.599182300072e-02       1.217139787715e-02      -9.810385182303e-01       1.670289248200e-02       4.597710547984e-09       2.445172805360e-09       5.496768460026e-02       9.897948199196e-01 
       5.708338872962e+00       1.244508509904e-05      -1.310920160869e+00       1.650809923320e-02       2.038544900147e-06       5.096362250368e-06       3.541186847074e-11       1.019272450074e-06      -9.831901210732e-01       1.650809996310e-02       5.952000609998e-01       6.882736552940e-01      -1.310449320164e+00       1.626191514505e-02       1.261913071900e-02      -9.839153294392e-01       1.701352660722e-02       4.860744864034e-09       2.536816023954e-09       5.597637874537e-02       9.894119204310e-01 
       5.813938729331e+00       1.267774163902e-05      -1.314749568580e+00       1.679024294916e-02       2.151620443036e-06       5.379051107589e-06       3.878665039311e-11       1.075810221518e-06      -9.860621769375e-01       1.679024376586e-02       5.949795679054e-01       6.879023569898e-01      -1.314243102769e+00       1.653030654643e-02       1.307408612707e-02      -9.868422424770e-01       1.732394902054e-02       5.133542790045e-09       2.630102916955e-09       5.698380826422e-02       9.890222096475e-01 
       5.919538585699e+00       1.291048652805e-05      -1.318641635558e+00       1.707115015431e-02       2.268664686316e-06       5.671661715791e-06       4.241196050482e-11       1.134332343158e-06      -9.889812272621e-01       1.707115106494e-02       5.947551598330e-01       6.875253036077e-01      -1.318097573766e+00       1.679696936404e-02       1.353620296052e-02      -9.898191899886e-01       1.763415663714e-02       5.416277190165e-09       2.724997553797e-09       5.798995983093e-02       9.886257024371e-01 
       6.026889125417e+00       1.314718052791e-05      -1.322662184389e+00       1.735542585120e-02       2.391774459131e-06       5.979436147828e-06       4.636799280516e-11       1.195887229566e-06      -9.919966389889e-01       1.735542686502e-02       5.945230322785e-01       6.871361222231e-01      -1.322077811209e+00       1.706625228539e-02       1.401325745100e-02      -9.928966869119e-01       1.794928326793e-02       5.714058287026e-09       2.823094064273e-09       5.901146764016e-02       9.882156708277e-01 
       6.134239665136e+00       1.338396583048e-05      -1.326747019731e+00       1.763838238207e-02       2.519100415812e-06       6.297751039530e-06       5.061135185246e-11       1.259550207906e-06      -9.950602656102e-01       1.763838350732e-02       5.942868694851e-01       6.867410180555e-01      -1.326120151754e+00       1.733369170129e-02       1.449758230145e-02      -9.960257689938e-01       1.826418192149e-02       6.022459528416e-09       2.922857384199e-09       6.003162775048e-02       9.877986469537e-01 
       6.241590204854e+00       1.362084243575e-05      -1.330895839439e+00       1.791999807215e-02       2.650698798738e-06       6.626746996844e-06       5.515706380219e-11       1.325349399369e-06      -9.981718805182e-01       1.791999931749e-02       5.940466901981e-01       6.863400190452e-01      -1.330224217643e+00       1.759925808413e-02       1.498911019513e-02      -9.992063277154e-01       1.857884860987e-02       6.341660186491e-09       3.024312859626e-09       6.105042516941e-02       9.873746468322e-01 
       6.348940744573e+00       1.385781034373e-05      -1.335108437765e+00       1.820025293592e-02       2.786625052282e-06       6.966562630705e-06       6.002063468636e-11       1.393312526141e-06      -1.001331329403e+00       1.820025431050e-02       5.938024915162e-01       6.859331282929e-01      -1.334389726397e+00       1.786292367805e-02       1.548777279842e-02      -1.002438328751e+00       1.889328095483e-02       6.671841481028e-09       3.127439798956e-09       6.206784732563e-02       9.869436866139e-01 
       6.456291284291e+00       1.409486955441e-05      -1.339384508363e+00       1.847912548729e-02       2.926933340919e-06       7.317333352298e-06       6.521804457460e-11       1.463466670460e-06      -1.004538382507e+00       1.847912700074e-02       5.935542916974e-01       6.855203733062e-01      -1.338616293830e+00       1.812465931047e-02       1.599350076333e-02      -1.005721664209e+00       1.920747499708e-02       7.013181839691e-09       3.232193536698e-09       6.308387934418e-02       9.865057825813e-01 
       6.563641824010e+00       1.433202006780e-05      -1.343723842458e+00       1.875659600963e-02       3.071677025004e-06       7.679192562509e-06       7.076576147449e-11       1.535838512502e-06      -1.007792883249e+00       1.875659767208e-02       5.933020871058e-01       6.851017564624e-01      -1.342903632237e+00       1.838443766365e-02       1.650622373740e-02      -1.009056301257e+00       1.952142846552e-02       7.365855623457e-09       3.338570499952e-09       6.409850888936e-02       9.860609511492e-01 
       6.670992363728e+00       1.456926188390e-05      -1.348126131008e+00       1.903264324258e-02       3.220908127224e-06       8.052270318060e-06       7.668073316646e-11       1.610454063612e-06      -1.011094599848e+00       1.903264506468e-02       5.930458952042e-01       6.846773044697e-01      -1.347251352560e+00       1.864222996285e-02       1.702587036890e-02      -1.012442133729e+00       1.983513746308e-02       7.730037662125e-09       3.446610217273e-09       6.511172125544e-02       9.856092088631e-01 
       6.780033900907e+00       1.481033423042e-05      -1.352661956644e+00       1.931156099663e-02       3.377136513474e-06       8.442841283684e-06       8.308280587926e-11       1.688568256737e-06      -1.014496469283e+00       1.931156299234e-02       5.927815899446e-01       6.842402044335e-01      -1.351729033314e+00       1.890202145582e-02       1.756071618483e-02      -1.015933649323e+00       2.015353483531e-02       8.111921786869e-09       3.558068255702e-09       6.613942952770e-02       9.851432928419e-01 
       6.889075438086e+00       1.505150077872e-05      -1.357262211519e+00       1.958896854644e-02       3.538099893231e-06       8.845249733077e-06       8.990058565405e-11       1.769049946615e-06      -1.017946660667e+00       1.958897072788e-02       5.925131791715e-01       6.837971075776e-01      -1.356268319331e+00       1.915970676112e-02       1.810255400413e-02      -1.019477859866e+00       2.047167410195e-02       8.506051641787e-09       3.671213524355e-09       6.716564846905e-02       9.846702813493e-01 
       6.998116975265e+00       1.529276152880e-05      -1.361926575405e+00       1.986484411577e-02       3.703849276536e-06       9.259623191339e-06       9.715338965493e-11       1.851924638268e-06      -1.021444933830e+00       1.986484649564e-02       5.922406782231e-01       6.833480386730e-01      -1.360868803184e+00       1.941525651135e-02       1.865130593798e-02      -1.023074662697e+00       2.078955141763e-02       8.912610183094e-09       3.786003091666e-09       6.819036314498e-02       9.841901921367e-01 
       7.107158512443e+00       1.553411648066e-05      -1.366654765677e+00       2.013916675649e-02       3.874434575636e-06       9.686086439091e-06       1.048610654480e-10       1.937217287818e-06      -1.024991076804e+00       2.013916934812e-02       5.919640935554e-01       6.828930123156e-01      -1.365530113946e+00       1.966864226565e-02       1.920689306330e-02      -1.026723985306e+00       2.110716367396e-02       9.331776710176e-09       3.902454151296e-09       6.921355975739e-02       9.837030430906e-01 
       7.216200049622e+00       1.577556563430e-05      -1.371446506292e+00       2.041191582156e-02       4.049904503078e-06       1.012476125769e-05       1.130439910675e-10       2.024952251539e-06      -1.028584882561e+00       2.041191863891e-02       5.916834294700e-01       6.824320406904e-01      -1.370251886195e+00       1.991983598406e-02       1.976923543693e-02      -1.030425762061e+00       2.142450797152e-02       9.763733118467e-09       4.020613535336e-09       7.023522485970e-02       9.832088522338e-01 
       7.325241586801e+00       1.601710898973e-05      -1.376301490238e+00       2.068307026054e-02       4.230306415266e-06       1.057576603817e-05       1.217230727812e-10       2.115153207633e-06      -1.032226120841e+00       2.068307331822e-02       5.913986962766e-01       6.819651429717e-01      -1.375033722470e+00       2.016880932458e-02       2.033825210989e-02      -1.034179906034e+00       2.174158091448e-02       1.020866565837e-08       4.140478402789e-09       7.125534431015e-02       9.827076377265e-01 
       7.434283123979e+00       1.625874654693e-05      -1.381219406974e+00       2.095260911526e-02       4.415686383156e-06       1.103921595789e-05       1.309197485430e-10       2.207843191578e-06      -1.035914558740e+00       2.095261242855e-02       5.911099043424e-01       6.814923384588e-01      -1.379875220728e+00       2.041553414028e-02       2.091386113085e-02      -1.037986329566e+00       2.205837910543e-02       1.066675912148e-08       4.261990490044e-09       7.227390400765e-02       9.821994178633e-01 
       7.546122439779e+00       1.650668187865e-05      -1.386328561945e+00       2.122736378283e-02       4.611041027483e-06       1.152760256871e-05       1.409130999881e-10       2.305520513741e-06      -1.039746425354e+00       2.122736737488e-02       5.908094954737e-01       6.810012849854e-01      -1.384902501757e+00       2.066622447757e-02       2.151100040161e-02      -1.041944640394e+00       2.238301686177e-02       1.115046530659e-08       4.388298285947e-09       7.331696304016e-02       9.816709001680e-01 
